Title,Paragraph Text,Page No
SECTIONS,(f) adjudicate and dispose of cases of children in conflict with law in accordance with the processof inquiry specified in section 14;,14
SECTIONS,"(g) transferring to the Committee, matters concerning the child alle ged to be in conflict with law,stated to be in need of care and protection at any stage, thereby recognising that a child in conflictwith law can also be a child in need of care simultaneously and there is a need for the Committee andthe Board to be bot h involved;",14
SECTIONS,"(h) disposing of the matter and passing a final order that includes an individual care plan for thechild ’s rehabilitation, including follow up by the Probation Officer or the District Child ProtectionUnit or a member of a non -governmental org anisation, as may be required;",14
SECTIONS,(i) conducting inquiry for declaring fit persons regarding care of children in conflict with law;,14
SECTIONS,(j) conducting at least one inspection visit every month of residential facilities for children inconflict with law and recomm end action for improvement in quality of services to the District ChildProtection Unit and the State Government;,14
SECTIONS,"(k) order the police for registration of first information report for offences committed against anychild in conflict with law, under this Ac t or any other law for the time being in force, on a complaintmade in this regard;",14
SECTIONS,"(l) order the police for registration of first information report for offences committed against anychild in need of care and protection, under this Act or any other law f or the time being in force, on awritten complaint by a Committee in this regard;",14
SECTIONS,(m) conducting regular inspection of jails meant for adults to check if any child is lodged in suchjails and take immediate measures for transfer of such a child to the obse rvation home; and,14
SECTIONS,(n) any other function as may be prescribed.,14
SECTIONS,"9. Procedure to be followed by a Magistrate who has not been empowered under this Act .—(1)When a Magistrate, not empowered to exercise the powers of the Board under this Act is of the opinionthat the person alleged to have committed the offence and brought before him is a child, he shall, withoutany delay, record such opinion and forward the child immediately along with the record of suchproceedings to the Board having jurisdiction.",14
SECTIONS,"(2) In case a person alleged to have committed an offence claims before a court other than a Board,that the person is a child or was a child on the date of commission of the offence, or if the court itself is ofthe opinion that the person was a child on the dat e of commission of the offence, the said court shall makean inquiry, take such evidence as may be necessary (but not an affidavit) to determine the age of suchperson, and shall record a finding on the matter, stating the age of the person as nearly as ma y be:Provided that such a claim may be raised before any court and it shall be recognised at any stage,even after final disposal of the case, and such a claim shall be determined in accordance with theprovisions contained in this Act and the rules made thereunder even if the person has ceased to be a childon or before the date of commencement of this Act.",14
SECTIONS,"(3) If the court finds that a person has committed an offence and was a child on the date ofcommission of such offence, it shall forward the child to  the Board for passing appropriate orders and thesentence, if any, passed by the court shall be deemed to have no effect.",14
SECTIONS,"(4) In case a person under this section is required to be kept in protective custody, while the person ’sclaim of being a child is be ing inquired into, such person may be placed, in the intervening period in aplace of safety.CHAPTER IVPROCEDURE IN RELATION TO CHILDREN IN CONFLICT WITH LAW",14
SECTIONS,"10. Apprehension of child alleged to be in conflict with law .—(1) As soon as a child alleged to bein conflict with law is apprehended by the police, such child shall be placed under the charge of thespecial juvenile police unit or the designated child welfare police officer, who shall produce the child15before the Board without any loss of time but within a period of twenty -four hours of apprehending thechild excluding the time necessary for the journey, from the place where such child was apprehended:Provided that in no case, a child alleged to be in conflict with law shall be placed in a police l ockup orlodged in a jail.",15
SECTIONS,"(2) The State Government shall make rules consistent with this Act, —",15
SECTIONS,(i) to provide for persons through whom (including registered voluntary or non -governmentalorganisations) any child alleged to be in conflict with law may be produced before the Board;,15
SECTIONS,"(ii) to provide for the manner in which the child alleged to be in conflict with law may be sent toan observation home or place of safety, as the case may be.",15
SECTIONS,"11. Role of person in whose charge child in conflict with law is plac ed.—Any person in whosecharge a child in conflict with law is placed, shall while the order is in force, have responsibility of thesaid child, as if the said person was the child ’s parent and responsible for the child ’s maintenance:Provided that the chi ld shall continue in such person ’s charge for the period stated by the Board,notwithstanding that the said child is claimed by the parents or any other person except when the Board isof the opinion that the parent or any other person are fit to exercise charge over such child.",15
SECTIONS,"12. Bail to a person who is apparently a child alleged to be in conflict with law .—(1) When anyperson, who is apparently a child and is alleged to have committed a abailable or non -bailable offence, isapprehended or detained by th e police or appears or brought before a Board, such person shall,notwithstanding anything contained in the Code of Criminal Procedure, 1973 (2 of 1974) or in any otherlaw for the time being in force, be released on bail with or without surety or placed u nder the supervisionof a probation officer or under the care of any fit person:Provided that such person shall not be so released if there appears reasonable grounds for believingthat the release is likely to bring that person into association with any known criminal or expose the saidperson to moral, physical or psychological danger or the person ’s release would defeat the ends of justice,and the Board shall record the reasons for denying the bail and circumstances that led to such a decision.",15
SECTIONS,"(2) Whe n such person having been apprehended is not released on bail under sub -section ( 1) by theofficer -in-charge of the police station, such officer shall cause the person to be kept only in an observationhome in such manner as may be prescribed until the per son can be brought before a Board.",15
SECTIONS,"(3) When such person is not released on bail under sub -section ( 1) by the Board, it shall make anorder sending him to an observation home or a place of safety, as the case may be, for such period duringthe pendency of t he inquiry regarding the person, as may be specified in the order.",15
SECTIONS,"(4) When a child in conflict with law is unable to fulfil the conditions of bail order within seven daysof the bail order, such child shall be produced before the Board for modification of  the conditions of bail.",15
SECTIONS,"13. Information to parents, guardian or probation officer .—(1) Where a child alleged to be inconflict with law is apprehended, the officer designated as Child Welfare Police Officer of the policestation, or the special juvenile p olice unit to which such child is brought, shall, as soon as possible afterapprehending the child, inform —",15
SECTIONS,"(i) the parent or guardian of such child, if they can be found, and direct them to be present at theBoard before which the child is produced; and",15
SECTIONS,"(ii) the probation officer, or if no probation officer is available, a Child Welfare Officer, forpreparation and submission within two weeks to the Board, a social investigation report containinginformation regarding the antecedents and family background of the child and other materialcircumstances likely to be of assistance to the Board for making the inquiry.",15
SECTIONS,"(2) Where a child is released on bail, the probation officer or the Child Welfare Officer shall beinformed by the Board.",15
SECTIONS,"14. Inquiry by Board reg arding child in conflict with law .—(1) Where a child alleged to be inconflict with law is produced before Board, the Board shall hold an inquiry in accordance with the16provisions of this Act and may pass such orders in relation to such child as it deems f it under sections 17and 18 of this Act.",16
SECTIONS,"(2) The inquiry under this section shall be completed within a period of four months from the date offirst production of the child before the Board, unless the period is extended, for a maximum period of twomore months by the Board, having regard to the circumstances of the case and after recording the reasonsin writing for such extension.",16
SECTIONS,(3) A preliminary assessment in case of heinous offences under section 15 shall be disposed of by theBoard within a period o f three months from the date of first production of the child before the Board.,16
SECTIONS,"(4) If inquiry by the Board under sub -section ( 2) for petty offences remains inconclusive even afterthe extended period, the proceedings shall stand terminated:Provided that for serious or heinous offences, in case the Board requires further extension of time forcompletion of inquiry, the same shall be granted by the Chief Judicial Magistrate or, as the case may be,the Chief Metropolitan Magistrate, for reasons to be recorde d in writing.",16
SECTIONS,"(5) The Board shall take the following steps to ensure fair and speedy inquiry, namely: —",16
SECTIONS,"(a) at the time of initiating the inquiry, the Board shall satisfy itself that the child in conflict withlaw has not been subjected to any ill -treatment  by the police or by any other person, including alawyer or probation officer and take corrective steps in case of such ill -treatment;",16
SECTIONS,"(b) in all cases under the Act, the proceedings shall be conducted in simple manner as possibleand care shall be taken to ensure that the child, against whom the proceedings have been instituted, isgiven child -friendly atmosphere during the proceedings;",16
SECTIONS,(c) every child brought before the Board shall be given the opportunity of being heard andparticipate in the inquiry;,16
SECTIONS,"(d) cases of petty offences, shall be disposed of by the Board through summary proceedings, asper the procedure prescribed under the Code of Criminal Procedure, 1973 (2 of 1974);",16
SECTIONS,"(e) inquiry of serious offences shall be disposed of by the Board, by followi ng the procedure, fortrial in summons cases under the Code of Criminal Procedure, 1973 (2 of 1974);",16
SECTIONS,"(f) inquiry of heinous offences, —",16
SECTIONS,(i) for child below the age of sixteen years as on the date of commission of an offence shallbe disposed of by the Board  under clause ( e);,16
SECTIONS,(ii) for child above the age of sixteen years as on the date of commission of an offence shallbe dealt with in the manner prescribed under section 15.,16
SECTIONS,"15. Preliminary assessment into heinous offences by Board .—(1) In case of a heinous o ffencealleged to have been committed by a child, who has completed or is above the age of sixteen years, theBoard shall conduct a preliminary assessment with regard to his mental and physical capacity to commitsuch offence, ability to understand the con sequences of the offence and the circumstances in which heallegedly committed the offence, and may pass an order in accordance with the provisions ofsub-section ( 3) of section 18:Provided that for such an assessment, the Board may take the  assistance of experienced psychologistsor psycho -social workers or other experts.Explanation. —For the purposes of this section, it is clarified that preliminary assessment is not a trial,but is to assess the capacity of such child to commit and underst and the consequences of the allegedoffence.",16
SECTIONS,"(2) Where the Board is satisfied on preliminary assessment that the matter should be disposed of bythe Board, then the Board shall follow the procedure, as far as may be, for trial in summons case underthe Cod e of Criminal Procedure, 1973 (2 of 1974):17Provided that the order of the Board to dispose of the matter shall be appealable under sub -section ( 2)of section 101:Provided further that the assessment under this section shall be completed within the period specifiedin section 14.",17
SECTIONS,"16. Review of pendency of inquiry .—(1) The Chief Judicial Magistrate or the Chief MetropolitanMagistrate shall review the pendency of cases of the Board once in every three months, and shall directthe Board to increase the freque ncy of its sittings or may recommend the constitution of additionalBoards.",17
SECTIONS,"(2) The number of cases pending before the Board, duration of such pendency, nature of pendencyand reasons thereof shall be reviewed in every six months by a high level committee consisting of theExecutive Chairperson of the State Legal Services Authority, who shall be the Chairperson, the HomeSecretary, the Secretary responsible for the implementation of this Act in the State and a representativefrom a voluntary or non -governme ntal organisation to be nominated by the Chairperson.",17
SECTIONS,(3) The information of such pendency shall also be furnished by the Board to the Chief JudicialMagistrate or the Chief Metropolitan Magistrate and the District Magistrate on quarterly basis in suchform as may be prescribed by the State Government.,17
SECTIONS,"17. Orders regarding a child not found to be in conflict with law .—(1) Where a Board is satisfiedon inquiry that the child brought before it has not committed any offence, then notwithstanding anythingcontr ary contained in any other law for the time being in force, the Board shall pass order to that effect.",17
SECTIONS,"(2) In case it appears to the Board that the child referred to in sub -section ( 1) is in need of care andprotection, it may refer the child to the Commit tee with appropriate directions.",17
SECTIONS,"18. Orders regarding child found to be in conflict with law .—(1) Where a Board is satisfied oninquiry that a child irrespective of age has committed a petty offence, or a serious offence, or a childbelow the age of sixtee n years has committed a heinous offence, then, notwithstanding anything contrarycontained in any other law for the time being in force, and based on the nature of offence, specific needfor supervision or intervention, circumstances as brought out in the social investigation report and pastconduct of the child, the Board may, if it so thinks fit, —",17
SECTIONS,(a) allow the child to go home after advice or admonition by following appropriate inquiry andcounselling to such child and to his parents or the guardian;,17
SECTIONS,(b) direct the child to participate in group counselling and similar activities;,17
SECTIONS,"(c) order the child to perform community service under the supervision of an organisation orinstitution, or a specified person, persons or group of persons identified by the Boa rd;",17
SECTIONS,"(d) order the child or parents or the guardian of the child to pay fine:Provided that, in case the child is working, it may be ensured that the provisions of any labourlaw for the time being in force are not violated;",17
SECTIONS,"(e) direct the child to be relea sed on probation of good conduct and placed under the care of anyparent, guardian or fit person, on such parent, guardian or fit person executing a bond, with or withoutsurety, as the Board may require, for the good behaviour and child ’s well -being for a ny period notexceeding three years;",17
SECTIONS,(f) direct the child to be released on probation of good conduct and placed under the care andsupervision of any fit facility for ensuring the good behaviour and child ’s well -being for any periodnot exceeding three ye ars;,17
SECTIONS,"(g) direct the child to be sent to a special home, for such period, not exceeding three years, as itthinks fit, for providing reformative services including education, skill development, counselling,behaviour modification therapy, and psychiatric su pport during the period of stay in the special home:18Provided that if the conduct and behaviour of the child has been such that, it would not be in thechild ’s interest, or in the interest of other children housed in a special home, the Board may send suchchild to the place of safety.",18
SECTIONS,"(2) If an order is passed under clauses ( a) to ( g) of sub -section ( 1), the Board may, in addition passorders to —",18
SECTIONS,(i) attend school; or,18
SECTIONS,(ii) attend a vocational training centre; or,18
SECTIONS,(iii) attend a therapeutic centre; or,18
SECTIONS,"(iv) prohibit the child from visiting, frequenting or appearing at a specified place; or",18
SECTIONS,(v) undergo a de -addiction programme.,18
SECTIONS,"(3) Where the Board after preliminary assessment under section 15 pass an order that there is a needfor trial of the said child as an adult, then the Board may order transfer of the trial of the case to theChildren ’s Court having jurisdiction to try such offences.",18
SECTIONS,"19. Powers of Children ’s Court .—(1) After the receipt of preliminary assessment from the Boardunder section 15, the Children ’s Court may decide that —",18
SECTIONS,"(i) there is a need for trial of the child as an adult as per the provisions of the Code of CriminalProcedure, 1973 (2 of 1974) and pass appropriate orders after trial subject to the provisions of thissection and section  21, considering the special needs of the child, the tenets of fair trial andmaintaining a child friendly atmosphere;",18
SECTIONS,(ii) there is no need for trial of the child as an adult and may conduct an inquiry as a Board andpass appropriate orders in accordance with the provisions of section 18.,18
SECTIONS,"(2) The Children ’s Court shall ensure that the final order, with regard to a child in conflict with law,shall include an individual care plan for the rehabilitation of child, including follow up by the probationofficer or the District Child Protection Unit or a social worker.",18
SECTIONS,"(3) The Children ’s Court shall ensure that the child who is found to be in conflict with law is sent to aplace of safety till he attains the age of twenty -one years and thereafter, the person shall  be transferred toa jail:Provided that the reformative services including educational services, skill development, alternativetherapy such as counselling, behaviour modification therapy, and psychiatric support shall be provided tothe child during the period of his stay in the place of safety.",18
SECTIONS,"(4) The Children ’s Court shall ensure that there is a periodic follow up report every year by theprobation officer or the District Child Protection Unit or a social worker, as required, to evaluate theprogress o f the child in the place of safety and to ensure that there is no ill -treatment to the child in anyform.",18
SECTIONS,"(5) The reports under sub -section ( 4) shall be forwarded to the Children ’s Court for record and followup, as may be required.",18
SECTIONS,"20. Child attained age of twenty -one years and yet to complete prescribed term of stay in placeof safety .—(1) When the child in conflict with the law attains the age of twenty -one years and is yet tocomplete the term of stay, the Children ’s Court shall provide for a follow up by the probation officer orthe District Child Protection Unit or a social worker or by itself, as required, to evaluate if such child hasundergone reformative changes and if the child can be a contributing member of the society and for thispurpose the p rogress records of the child under sub -section ( 4) of section 19, along with evaluation ofrelevant experts are to be taken into consideration.",18
SECTIONS,"(2) After the completion of the procedure specified under sub -section ( 1), the Children ’s Court may —",18
SECTIONS,(i) decide to release the child on such conditions as it deems fit which includes appointment of amonitoring authority for the remainder of the prescribed term of stay;19,19
SECTIONS,(ii) decide that the child shall complete the remainder of his term in a jail:Provided that each  State Government shall maintain a list of monitoring authorities and monitoringprocedures as may be prescribed.,19
SECTIONS,"21. Order that may not be passed against a child in conflict with law .—No child in conflict withlaw shall be sentenced to death or for life i mprisonment without the possibility of release, for any suchoffence, either under the provisions of this Act or under the provisions of the Indian Penal Code(45 of 1860) or any other law for the time being in force.",19
SECTIONS,"22. Proceeding un der Chapter VIII of the Code of Criminal Procedure not to apply againstchild .—Notwithstanding anything to the contrary contained in the Code of Criminal Procedure, 1973(2 of 1974), or any preventive detention law for the time being in force,  no proceeding shall be institutedand no order shall be passed against any child under Chapter VIII of the said Code.",19
SECTIONS,"23. No joint proceedings of child in conflict with law and person not a child .—(1)Notwithstanding anything contained in  section 223  of the Code of Criminal Procedure, 1973 (2 of 1974)or in any other law for the time being in force, there shall be no joint proceedings of a child alleged to bein conflict with law, with a person who is not a child.",19
SECTIONS,"(2) If during the inquiry by the Board or by the Children ’s Court, the person alleged to be in conflictwith law is found that he is not a child, such person shall not be tried along with a child.",19
SECTIONS,"24. Removal of disqualificatio n on the findings of an offence .—(1) Notwithstanding anythingcontained in any other law for the time being in force, a child who has committed an offence and has beendealt with under the provisions of this Act shall not suffer disqualification, if any, a ttached to a convictionof an offence under such law:Provided that in case of a child who has completed or is above the age of sixteen years and is found tobe in conflict with law by the Children ’s Court under clause ( i) of sub -section ( 1) of section 19,  theprovisions of sub -section ( 1) shall not apply.",19
SECTIONS,"(2) The Board shall make an order directing the Police, or by the Children ’s Court to its own registrythat the relevant records of such conviction shall be destroyed after the expiry of the period of app eal or,as the case may be, a reasonable period as may be prescribed:Provided that in case of a heinous offence where the child is found to be in conflict with law underclause ( i) of sub -section ( 1) of section 19, the relevant records of conviction of such child shall beretained by the Children ’s Court.",19
SECTIONS,"25. Special provision in respect of pending cases .—Notwithstanding anything contained in this Act,all proceedings in respect of a child alleged or found to be in conflict with law pending before any Bo ardor court on the date of commencement of this Act, shall be continued in that Board or court as if this Acthad not been enacted.",19
SECTIONS,"26. Provision with resp ect of run away child in conflict with law .—(1) Notwithstanding anythingto the contrary contained i n any other law for the time being in force, any police officer may take chargeof a child in conflict with law who has run away from a special home or an observation home or a placeof safety or from the care of a person or institution under whom the chil d was placed under this Act.",19
SECTIONS,"(2) The child referred to in sub -section ( 1) shall be produced, within twenty -four hours, preferablybefore the Board which passed the original order in respect of that child, if possible, or to the nearestBoard where the child is found.",19
SECTIONS,"(3) The Board shall ascertain the reasons for the child having run away and pass appropriate ordersfor the child to be sent back either to the institution or person from whose custody the child had run awayor any other similar place or pe rson, as the Board may deem fit:Provided that the Board may also give additional directions regarding any special steps that may bedeemed necessary, for the best interest of the child.",19
SECTIONS,(4) No additional proceeding shall be instituted in respect of such c hild.20CHAPTER VCHILD  WELFARE COMMITTEE,20
SECTIONS,"27. Child Welfare Committee .—(1) The State Government shall by notification in the OfficialGazette constitute for every district, one or more Child Welfare Committees for exercising the powers andto discharge the duties conferred on such Committees in relation to children in need of care and protectionunder this Act and ensure that induction training and sensitisation of all members of the committee isprovided within two months from the date of notification.",20
SECTIONS,"(2) The Committee shall consist of a Chairperson, and four other members as the State Governmentmay think fit to appoint, of whom at  least one shall be a woman and another, an expert on the mattersconcerning children.",20
SECTIONS,(3) The District Child Protection Unit s hall provide a Secretary and other staff that may be requiredfor secretarial support to the Committee for its effective functioning.,20
SECTIONS,"(4) No person shall be appointed as a member of the Committee unless such person has been activelyinvolved in health, edu cation or welfare activities pertaining to children for at  least seven years or is apracticing professional with a degree in child psychology or psychiatry or law or social work or sociologyor human development.",20
SECTIONS,(5) No person shall be appointed as a memb er unless he possesses such other qualifications as may beprescribed.,20
SECTIONS,(6) No person shall be appointed for a period of more than three years as a member of the Committee.,20
SECTIONS,"(7) The appointment of any member of the Committee shall be terminated by the State Governmentafter making an inquiry, if —",20
SECTIONS,(i) he has been found guilty of misuse of power vested on him under this Act;,20
SECTIONS,(ii) he has been convicted of an offence involving moral turpitude and such conviction has notbeen reversed or he has not been granted fu ll pardon in respect of such offence;,20
SECTIONS,(iii) he fails to attend the proceedings of the Committee consecutively for three months withoutany valid reason or he fails to attend less than three -fourths of the sittings in a year.,20
SECTIONS,(8) The District Magistrate sha ll conduct a quarterly review of the functioning of the Committee.,20
SECTIONS,"(9) The Committee shall function as a Bench and shall have the powers conferred by the Code ofCriminal Procedure, 1973 (2 of 1974) on a Metropolitan Magistrate or, as the case may be, a Ju dicialMagistrate of First Class.",20
SECTIONS,"(10) The District Magistrate shall be the grievances redressal authority for the Child WelfareCommittee and anyone connected with the child, may file a petition before the District Magistrate, whoshall consider and pass appropriate orders.",20
SECTIONS,"28. Procedure in relation to Committee .—(1) The Committee shall meet at least twenty days in amonth and shall observe such rules and procedures with regard to the transaction of business at itsmeetings, as may be prescribed.",20
SECTIONS,"(2) A vis it to an existing child care institution by the Committee, to check its functioning and wellbeing of children shall be considered as a sitting of the Committee.",20
SECTIONS,(3) A child in need of care and protection may be produced before an individual member of theCommittee for being placed in a Children ’s Home or fit person when the Committee is not in session.,20
SECTIONS,"(4) In the event of any difference of opinion among the members of the Committee at the time oftaking any decision, the opinion of the majority shall prevail but where there is no such majority, theopinion of the Chairperson shall prevail.",20
SECTIONS,"(5) Subject to the provisions of sub -section ( 1), the Committee may act, notwithstanding the absenceof any member of the Committee, and no order made by the Committee shall be invalid by reason only ofthe absence of any member during any stage of the proceeding:21Provided that there shall be at least three members present at the time of final disposal of the case.",21
SECTIONS,"29. Powers of Committee .—(1) The Committee sha ll have the authority to dispose of cases for thecare, protection, treatment, development and rehabilitation of children in need of care and protection, aswell as to provide for their basic needs and protection.",21
SECTIONS,"(2) Where a Committee has been constituted  for any area, such Committee shall, notwithstandinganything contained in any other law for the time being in force, but save as otherwise expressly providedin this Act, have the power to deal exclusively with all proceedings under this Act relating to c hildren inneed of care and protection.",21
SECTIONS,30. Functions and responsibilities of Committee .—The functions and responsibilities of theCommittee shall include —,21
SECTIONS,(i) taking cognizance of and receiving the children produced before it;,21
SECTIONS,(ii) conducting inquiry on a ll issues relating to and affecting the safety and well -being of thechildren under this Act;,21
SECTIONS,(iii) directing the Child Welfare Officers or probation officers or District Child Protection Unit ornon-governmental organisations to conduct social investigati on and submit a report before theCommittee;,21
SECTIONS,(iv) conducting inquiry for declaring fit persons for care of children in need of care andprotection;,21
SECTIONS,(v) directing placement of a child in foster care;,21
SECTIONS,"(vi) ensuring care, protection, appropriate rehabilitatio n or restoration of children in need of careand protection, based on the child ’s individual care plan and passing necessary directions to parentsor guardians or fit persons or children ’s homes or fit facility in this regard;",21
SECTIONS,"(vii) selecting registered institution for placement of each child requiring institutional support,based on the child ’s age, gender, disability and needs and keeping in mind the available capacity ofthe institution;",21
SECTIONS,(viii) conducting at least two inspection visits per month of res idential facilities for children inneed of care and protection and recommending action for improvement in quality of services to theDistrict Child Protection Unit and the State Government;,21
SECTIONS,(ix) certifying the execution of the surrender deed by the parent s and ensuring that they are giventime to reconsider their decision as well as making all efforts to keep the family together;,21
SECTIONS,"(x) ensuring that all efforts are made for restoration of abandoned or lost children to their familiesfollowing due process, as  may be prescribed;",21
SECTIONS,"(xi) declaration of orphan, abandoned and surrendered child as legally free for adoption after dueinquiry;",21
SECTIONS,"(xii) taking suo motu  cognizance of cases and reaching out to children in need of care andprotection, who are not produced befo re the Committee, provided that such decision is taken by atleast three members;",21
SECTIONS,"(xiii) taking action for rehabilitation of sexually abused children who are reported as children inneed of care and protection to the Committee by Special Juvenile Police Un it or local police, as thecase may be, under the Protection of Children from Sexual Offences Act, 2012 (32 of 2012);",21
SECTIONS,(xiv) dealing with cases referred by the Board under sub -section ( 2) of section 17;,21
SECTIONS,"(xv) co-ordinate with the police, labour department an d other agencies involved in the care andprotection of children with support of the District Child Protection Unit or the State Government;22",22
SECTIONS,"(xvi) in case of a complaint of abuse of a child in any child care institution, the Committee shallconduct an inqu iry and give directions to the police or the District Child Protection Unit or labourdepartment or childline services, as the case may be;",22
SECTIONS,(xvii) accessing appropriate legal services for children;,22
SECTIONS,"(xviii) such other functions and responsibilities, as may be prescribed.CHAPTER V IPROCEDURE IN RELATION TO CHILDREN IN NEED OF CARE AND PROTECTION",22
SECTIONS,"31. Production before Committee .—(1) Any child in need of care and protection may be producedbefore the Committee by any of the following persons, namely: —",22
SECTIONS,(i) any police officer or special juvenile police unit or a designated Child Welfare Police Officeror any officer of District Child Protection Unit or inspector appointed under any labour law for thetime being in force;,22
SECTIONS,(ii) any public servant;,22
SECTIONS,(iii) Childline S ervices or any voluntary or non -governmental organisation or any agency as maybe recognised by the State Government;,22
SECTIONS,(iv) Child Welfare Officer or probation officer;,22
SECTIONS,(v) any social worker or a public spirited citizen;,22
SECTIONS,(vi) by the child himself; or,22
SECTIONS,"(vii) any nurse, doctor or management of a nursing home, hospital or maternity home:Provided that the child shall be produced before the Committee without any loss of time but within aperiod of twenty -four hours excluding the time necessary for the journey.",22
SECTIONS,"(2) The State Government may make rules consistent with this Act, to provide for the manner ofsubmitting the report to the Committee and the manner of sending and entrusting the child to children ’shome or fit facility or fit person, as the case may be, duri ng the period of the inquiry.",22
SECTIONS,"32. Mandatory reporting regarding a child found separated from guardian .—(1) Any individualor a police officer or any functionary of any organisation or a nursing home or hospital or maternityhome, who or which finds and tak es charge, or is handed over a child who appears or claims to beabandoned or lost, or a child who appears or claims to be an orphan without family support, shall withintwenty -four hours (excluding the time necessary for the journey), give information to the ChildlineServices or the nearest police station or to a Child Welfare Committee or to the District Child ProtectionUnit, or hand over the child to a child care institution registered under this Act, as the case may be.",22
SECTIONS,"(2) The information regarding a  child referred to in sub -section ( 1) shall be mandatorily uploaded ona portal as may be specified by the Central Government or the Committee or the District Child ProtectionUnit or the child care institution, as the case may be.",22
SECTIONS,"33. Offence of non -reporting .—If information regarding a child as required under section 32 is notgiven within the period specified in the said section, then, such act shall be regarded as an offence.",22
SECTIONS,34. Penalty for non -reporting .—Any person who has committ ed an offence under section 33 shallbe liable to imprisonment up to six months or fine of ten thousand rupees or both.,22
SECTIONS,"35. Surrender of children .—(1) A parent or guardian, who for physical, emotional and social factorsbeyond their control, wishes to surr ender a child, shall produce the child before the Committee.",22
SECTIONS,"(2) If, after prescribed process of inquiry and counselling, the Committee is satisfied, a surrender deedshall be executed by the parent or guardian, as the case may be, before the Committee.",22
SECTIONS,"(3) The parents or guardian who surrendered the child, shall be given two months time to reconsidertheir decision and in the intervening period the Committee shall either allow, after due inquiry, the child23to be with the parents or guardian under supervisi on, or place the child in a Specialised Adoption Agency,if he or she is below six years of age, or a children ’s home if he is above six years.",23
SECTIONS,"36. Inquiry .—(1) On production of a child or receipt of a report under section 31, the Committeeshall hold an i nquiry in such manner as may be prescribed and the Committee, on its own or on the reportfrom any person or agency as specified in sub -section ( 2) of section 31, may pass an order to send thechild to the children ’s home or a fit facility or fit person, a nd for speedy social investigation by a socialworker or Child Welfare Officer or Child Welfare Police Officer:Provided that all children below six years of age, who are orphan, surrendered or appear to beabandoned shall be placed in a Specialised Adopti on Agency, where available.",23
SECTIONS,"(2) The social investigation shall be completed within fifteen days so as to enable the Committee topass final order within four months of first production of the child:Provided that for orphan, abandoned or surrendered childr en, the time for completion of inquiry shallbe as specified in section 38.",23
SECTIONS,"(3) After the completion of the inquiry, if Committee is of the opinion that the said child has nofamily or ostensible support or is in continued need of care and protection, it m ay send the child to aSpecialised Adoption Agency if the child is below six years of age, children ’s home or to a fit facility orperson or foster family, till suitable means of rehabilitation are found for the child, as may be prescribed,or till the chi ld attains the age of eighteen years:Provided that the situation of the child placed in a children ’s home or with a fit facility or person or afoster family, shall be reviewed by the Committee, as may be prescribed.",23
SECTIONS,"(4) The Committee shall submit a quarterly report on the nature of disposal of cases and pendency ofcases to the District Magistrate in the manner as may be prescribed, for review of pendency of cases.",23
SECTIONS,"(5) After review under sub -section ( 4), the District Magistrate shall direct the Commi ttee to takenecessary remedial measures to address the pendency, if necessary and send a report of such reviews tothe State Government, who may cause the constitution of additional Committees, if required:Provided that if the pendency of cases continues  to be unaddressed by the Committee even after threemonths of receiving such directions, the State Government shall terminate the said Committee and shallconstitute a new Committee.",23
SECTIONS,"(6) In anticipation of termination of the Committee and in order that no  time is lost in constituting anew Committee, the State Government shall maintain a standing panel of eligible persons to be appointedas members of the Committee.",23
SECTIONS,"(7) In case of any delay in the constitution of a new Committee under sub -section ( 5), the ChildWelfare Committee of a nearby district shall assume responsibility in the intervening period.",23
SECTIONS,"37. Orders passed regarding a child in need of care and protection .—(1) The Committee on beingsatisfied through the inquiry that the child before the Commi ttee is a child in need of care and protection,may, on consideration of Social Investigation Report submitted by Child Welfare Officer and taking intoaccount the child ’s wishes in case the child is sufficiently mature to take a view, pass one or more of thefollowing orders, namely: —",23
SECTIONS,(a) declaration that a child is in need of care and protection;,23
SECTIONS,(b) restoration of the child to parents or guardian or family with or without supervision of ChildWelfare Officer or designated social worker;,23
SECTIONS,"(c) placement of the child in Children ’s Home or fit facility or Specialised Adoption Agency forthe purpose of adoption for long term or temporary care, keeping in mind the capacity of theinstitution for housing such children, either after reaching the conclusion that th e family of the childcannot be traced or even if traced, restoration of the child to the family is not in the best interest of thechild;",23
SECTIONS,(d) placement of the child with fit person for long term or temporary care;24,24
SECTIONS,(e) foster care orders under section 44;,24
SECTIONS,(f) sponsorship orders under section 45;,24
SECTIONS,"(g) directions to persons or institutions or facilities in whose care the child is placed, regardingcare, protection and rehabilitation of the child, including directions relating to immediate shelter andservices such as medical attention, psychiatric and psychological support including need -basedcounselling, occupational therapy or behaviour modification therapy, skill training, legal aid,educational services, and other developmental activities, as required, as well as follow -up andcoordination with the District Child Protection Unit or State Government and other agencies;",24
SECTIONS,(h) declaration that the child is legally free for adoption under section 38.,24
SECTIONS,(2) The Com mittee may also pass orders for —,24
SECTIONS,(i) declaration of fit persons for foster care;,24
SECTIONS,(ii) getting after care support under section 46 of the Act; or,24
SECTIONS,(iii) any other order related to any other function as may be prescribed.,24
