Title,Paragraph Text,Page No
SECTIONS,"(4) The Central Government shall, as soon as may be, cause the copy of the annual accountstogether with the audit report to be laid before both the Houses of Parliament.",12
SECTIONS,(5) The audited annual accounts after having been laid before both the Houses of Parliament shallbe published in the Official Gazette.,12
SECTIONS,30. Fund of University. ––(1) There shall be a University Fund which shall include––,12
SECTIONS,(a) any contribution or grant made by the University Grants Commission or the CentralGovernment;,12
SECTIONS,(b) any contribution or grant made by the State Government;,12
SECTIONS,"(c) any contribution made by Government, semi-Government or autonomous bodies;",12
SECTIONS,"(d) any loans, gifts, bequests, donations, endowments or other grants, if any;",12
SECTIONS,(e) income received by the University from fees and charges;,12
SECTIONS,"(f) the moneys received by the University from the collaborating industries in terms of theprovisions of the Memorandum of Understanding entered between the University and the industryfor the establishment of sponsored chairs, fellowships or infrastructure facilities of the University;and",12
SECTIONS,(g) amounts received in any other manner from any other source.,12
SECTIONS,(2) All funds of the University shall be deposited in such banks or invested in such manner as theBoard may decide on the recommendation of the Finance Committee.,12
SECTIONS,(3) The funds of the University shall be applied towards the expenses of the University includingexpenses incurred in the exercise of its powers and discharge of its functions by or under this Act.,12
SECTIONS,"31. Returns and information. ––The University shall furnish to the Central Government suchreturns or other information with respect to its property or activities, within such period, as the CentralGovernment may, from time to time, require.",12
SECTIONS,"32. Conditions of service of employees, etc. ––(1) Every employee of the University shall beappointed under a written contract, which shall be lodged with the University and a copy of whichshall be furnished to the employee concerned.",12
SECTIONS,"(2) Any dispute arising out of the contract between the University and any employee shall, at therequest of the employee, be referred to a Tribunal of Arbitration consisting of one member appointedby the Executive Council, one member nominated by the employee concerned and an umpireappointed by the Central Government.",12
SECTIONS,"(3) The decision of the Tribunal shall be final and no suit shall lie in any civil court in respect ofthe matters decided by the Tribunal:Provided that nothing in this sub-section shall preclude the employee from availing of judicialremedies available under articles 32 and 226 of the Constitution.13 (4) Every request made by the employee under sub-section ( 2) shall be deemed to be a submissionto arbitration upon the terms of this section within the meaning of the Arbitration and ConciliationAct, 1996 (26 of 1996).",13
SECTIONS,(5) The procedure for regulating the work of the Tribunal shall be prescribed by the Statutes.,13
SECTIONS,"33. Procedure of appeal and arbitration in disciplinary cases against students. ––(1) Any studentor candidate for an examination whose name has been removed from the rolls of the University by theorders or resolution of the Vice-Chancellor, Discipline Committee or Examination Committee, as thecase may be, and who has been debarred from appearing at the examinations of the University for morethan one year, may, within ten days of the date of receipt of such orders or copy of such resolution byhim, appeal to the Executive Council and the Executive Council may confirm, modify or reverse thedecision of the Vice-Chancellor or the Committee, as the case may be.",13
SECTIONS,"(2) Any dispute arising out of any disciplinary action taken by the University against a student shall,at the request of such student, be referred to a Tribunal of Arbitration and the provisions of sub-sections",13
SECTIONS,"(2), (3), (4) and ( 5) of section 32 shall, as far as may be, apply to a reference made under thissub-section.",13
SECTIONS,"34. Right to appeals. ––Every employee or student of the University or of a College or anInstitution or a Regional Centre or a Study Centre established or maintained by the University shall,notwithstanding anything contained in this Act, have a right to appeal to the Executive Council withinsuch time, as may be prescribed by the Statutes, against the decision of any officer or authority of theUniversity, or of the Principal or the management of any College or Institution or Regional Centre orStudy Centre, as the case may be, and thereupon, the Executive Council may confirm, modify or reversethe decision appealed against.",13
SECTIONS,"35. Provident and pension funds. ––(1) The University shall constitute for benefit of itsemployees such provident fund or any other similar fund or provide such insurance schemes, as it maydeem fit, in such manner and subject to such conditions, as may be prescribed by the Statutes.",13
SECTIONS,"(2) Where such provident fund or other similar fund has been so constituted, the CentralGovernment may declare that the provisions of the Provident Funds Act, 1925 (19 of 1925) shallapply to such fund, as if it were a Government provident fund.",13
SECTIONS,"36. Disputes as to constitution of authorities and bodies. ––If any question arises as to whether anyperson has been duly elected or appointed as, or is entitled to be, a member of any authority or other bodyof the University, the matter shall be referred to the Central Government whose decision thereon shall befinal.",13
SECTIONS,"37. Filling of casual vacancies. ––All casual vacancies among the members (other than ex officiomembers) of any authority or other body of the University shall be filled, as soon as may be, by theperson or body who appoints, elects or co-opts the member whose place has become vacant and thepersons appointed, elected or co-opted to a casual vacancy shall be a member of such authority orbody for the residue of the term for which the person whose place he fills would have been a member.",13
SECTIONS,38.Proceedings of authorities or bodies not invalidated by vacancies. ––No act or proceedingsof any authority or other body of the University shall be invalid merely by reason of the existence of avacancy or vacancies among its members.,13
SECTIONS,"39. Protection of action taken in good faith.–– No suit or other legal proceedings shall lie againstany officer or other employee of the University for anything which is in good faith done or intendedto be done in pursuance of any of the provisions of this Act, the Statutes or the Ordinances.",13
SECTIONS,"40. Mode of proof of University record.–– Notwithstanding anything contained in the IndianEvidence Act, 1872 (1 of 1872) or in any other law for the time being in force, a copy of any receipt,application, notice, order, proceeding or resolution of any authority or other body of the University, or anyother document in possession of the University, or any entry in any register duly maintained by theUniversity, if certified by the Registrar, shall be received as prima facie evidence of such receipt,application, notice, order, proceeding, resolution or document or the existence of entry in the register andshall be admitted as evidence of the matters and transactions therein where the original thereof would, ifproduced, have been admissible in evidence.14 41. Power to remove difficulties.–– (1) If any difficulty arises in giving effect to the provisions ofthis Act, the Central Government may, by order published in the Official Gazette, make suchprovisions, not inconsistent with the provisions of this Act, as appears to it to be necessary orexpedient for removing the difficulty:Provided that no such order shall be made under this section after the expiry of three years fromthe commencement of this Act.",14
SECTIONS,"(2) Every order made under sub-section ( 1) shall be laid, as soon as may be after it is made, beforeeach House of Parliament, while it is in session, for a total period of thirty days which may be comprisedin one session or in two or more successive sessions, and if, before the expiry of the session immediatelyfollowing the session or the successive sessions aforesaid, both Houses agree in making any modificationin the order or both Houses agree that the order should not be made, the order shall thereafter have effectonly in such modified form or be of no effect, as the case may be; so, however, that any suchmodification or annulment shall be without prejudice to the validity of anything previously done underthat order.",14
SECTIONS,"42. Statutes, Ordinances and Regulations to be published in the Official Gazette and to belaid before Parliament.–– (1) Every Statute, Ordinance or Regulation made under this Act shall bepublished in the Official Gazette.",14
SECTIONS,"(2) Every Statute, Ordinance or Regulation made under this Act, shall be laid, as soon as may beafter it is made, before each House of Parliament, while it is in session, for a total period of thirty dayswhich may be comprised in one session or in two or more successive sessions, and if, before the expiryof the session immediately following the session or the successive sessions aforesaid, both Houses agreein making any modification in the Statute, Ordinances or Regulations or both Houses agree that theStatute, Ordinances or Regulations should not be made, the Statute, Ordinances or Regulations shallthereafter have effect only in such modified form or be of no effect, as the case may be; so, however,that any such modification or annulment shall be without prejudice to the validity of anything previouslydone under the Statute, Ordinances or Regulations.",14
SECTIONS,"(3) The power to make Statutes, Ordinances or Regulations shall include the power to giveretrospective effect, from a date not earlier than the date of commencement of this Act, to the Statutes,Ordinances or Regulations or any of them but no retrospective effect shall be given to any Statutes,Ordinances or Regulations so as to prejudicially affect the interests of any person to whom such Statutes,Ordinances or Regulations may be applicable.",14
SECTIONS,"43. Transitional provisions. —Notwithstanding anything contained in this Act and the Statutes,—",14
SECTIONS,"(a) the first Vice-Chancellor shall be appointed by the Central Government in such manner andon such conditions as may be deemed fit and the said officer shall hold office for such term, notexceeding five years, as may be specified by the Central Government;",14
SECTIONS,(b) the first Registrar and the first Finance Officer shall be appointed by the CentralGovernment and each of the said officers shall hold office for a term of three years;,14
SECTIONS,"(c) the first Court and the first Executive Council shall consist of not more than thirty-onemembers and eleven members, respectively, who shall be nominated by the Central Government andshall hold office for a term of three years; and",14
SECTIONS,"(d) the first Academic and Activity Council shall consist of not more than twenty-onemembers, who shall be nominated by the Central Government and they shall hold office for aterm of three years:Provided that if any vacancy occurs in the above offices or authorities, the same shall be filled byappointment or nomination, as the case may be, by the Central Government and the person soappointed or nominated shall hold office for so long as the officer or member in whose place he isappointed or nominated would have held office, if such vacancy had not occurred.",14
SECTIONS,"44. Repeal and savings. —(1) The National Sports University Ordinance, 2018 (Ord. 5 of2018) is hereby repealed.",14
SECTIONS,"(2) Notwithstanding such repeal, anything done or any action taken under the said Ordinanceshall be deemed to have been done or taken under the corresponding provisions of this Act.15 THE SCHEDULE[See section 25( 1)]The Statutes of the University",15
SECTIONS,"1. Chancellor .—(1) The Chancellor shall be appointed by the Central Government from a panel ofnames of not less than three persons recommended by the Executive Council:Provided that if the Central Government does not approve any of the persons included in the panel,it may call for an extended fresh panel.",15
SECTIONS,(2) The Chancellor shall be an eminent person in the field of sports who shall either be a sportsperson himself or a Sports Administrator or a Sports Academician.,15
SECTIONS,"(3) The Chancellor shall hold office for the term of five years and shall not be eligible for re-appointment:Provided that notwithstanding the expiry of his term of office, the Chancellor shall continue tohold office until his successor enters upon his office.",15
SECTIONS,"2. Vice-Chancellor .—(1) The Vice-Chancellor shall be appointed by the Central Government fromout of a panel of names recommended by a Committee as constituted under clause ( 2):Provided that if the Central Government does not approve any of the persons included in the panel,it may call for an extended fresh panel.",15
SECTIONS,"(2) The Committee referred to in clause ( 1) shall consist of five persons, out of whom three shall benominated by the Executive Council and two by the Central Government, and one of the nominees of theCentral Government shall be the convener of the Committee:Provided that none of the members of the Committee shall be an employee of the University or ofa College or Institution or Regional Centre or Study Centre established or maintained by theUniversity or a member of any authority of the University.",15
SECTIONS,(3) The Vice-Chancellor shall be a whole-time salaried officer of the University.,15
SECTIONS,"(4) The Vice-Chancellor shall hold office for a term of five years from the date on which he entersupon his office, or until he attains the age of seventy years, whichever is earlier, and he shall not beeligible for re-appointment:Provided that notwithstanding the expiry of the said period of five years, he shall continue in officeuntil his successor is appointed and enters upon his office:Provided further that the Central Government may direct any Vice-Chancellor after his term hasexpired, to continue in office for such period, not exceeding a total period of one year, as may bespecified by it:Provided also that when the office of the Vice-Chancellor becomes vacant due to death,resignation or otherwise, or, as the case may be, due to illness or such other cause, the ExecutiveCouncil may appoint the senior-most Dean to perform the functions of the Vice-Chancellor until anew Vice-Chancellor is appointed or, as the case may be, the existing Vice-Chancellor resumes hisduties.",15
SECTIONS,"(5) Notwithstanding anything contained in clause ( 4), the Central Government may, at any timeafter the Vice-Chancellor has entered upon his office, by an order in writing, remove the Vice-Chancellor from office on grounds of incapacity, misconduct or violation of statutory provisions:Provided that no such order shall be made by the Central Government unless the Vice-Chancellorhas been given a reasonable opportunity of showing cause against the action proposed to be takenagainst him:Provided further that the Central Government may, at any time before making such order, placethe Vice-Chancellor under suspension, pending enquiry.",15
SECTIONS,"(6) (a) The Vice-Chancellor shall be paid a monthly salary and allowances, other than house rentallowance, at the rates fixed by the Central Government from time to time and he shall be entitled,16 without payment of rent, to use a furnished residence throughout his term of office and no chargeshall fall on the Vice-Chancellor in respect of the maintenance of such residence.",16
SECTIONS,"(b) The Vice-Chancellor shall be entitled to such terminal benefits and allowances as may be fixedby the Central Government from time to time:Provided that where an employee of the University or of a College, Institution, Regional Centre orStudy Centre established or maintained by the University, or of any other University or any College orInstitution admitted to the privileges of the University or such other University, is appointed as the Vice-Chancellor, he may be allowed to continue to contribute to any provident fund of which he is a memberand the University shall contribute to the account of such person in that provident fund at the same rateat which the person had been contributing immediately before his appointment as the Vice-Chancellor:Provided further that where such employee had been a member of any pension scheme, theUniversity shall make the necessary contribution to such scheme.",16
SECTIONS,(c) The Vice-Chancellor shall be entitled to travelling allowance at such rates as may be fixed bythe Executive Council.,16
SECTIONS,"(d) The Vice-Chancellor shall be entitled to leave on full pay at the rate of thirty days in a calendaryear and the leave shall be credited to his account in advance in two half-yearly instalments of fifteendays each on the first day of January and July every year:Provided that if the Vice-Chancellor assumes or relinquishes charge of the office of the Vice-Chancellor during the currency of a half-year, the leave shall be credited proportionately at the rate oftwo and-a-half days for each completed month of service.",16
SECTIONS,"(e) In addition to the leave referred to in sub-clause ( d), the Vice-Chancellor shall also be entitled tohalf-pay leave at the rate of twenty days for each completed year of service, and half-pay leave may also beavailed of as commuted leave on full pay on medical certificate:Provided that when such commuted leave is availed of, twice the amount of half-pay leave shall bedebited against half-pay leave due.",16
SECTIONS,"3. Powers and duties of Vice-Chancellor. —(1) The Vice-Chancellor shall be ex officio Chairmanof the Executive Council, the Academic and Activity Council and the Finance Committee and shall, inthe absence of the Chancellor, preside at the Convocations held for conferring degrees and atmeetings of the Court.",16
SECTIONS,"(2) The Vice-Chancellor shall be entitled to be present at, and address, any meeting of anyauthority or other body of the University, but shall not be entitled to vote thereat unless he is amember of such authority or body.",16
SECTIONS,"(3) It shall be the duty of the Vice-Chancellor to see that this Act, the Statutes, the Ordinances andthe Regulations are duly observed and he shall have all the powers necessary to ensure suchobservance.",16
SECTIONS,(4) The Vice-Chancellor shall have all the powers necessary for the proper maintenance ofdiscipline in the University and he may delegate any such powers to such person or persons as hedeems fit.,16
SECTIONS,"(5) The Vice-Chancellor shall have the power to convene or cause to be convened the meetings ofthe Executive Council, the Academic and Activity Council and the Finance Committee.",16
SECTIONS,"4. Deans of Schools .—(1) Every Dean of School shall be appointed by the Vice-Chancellor fromamongst the Professors in the School by rotation in order of seniority for a period of three years:Provided that in case there is only one Professor or no Professor in a School, the Dean shall beappointed, for the time being, from amongst the Professor, if any, and the Associate Professors in theSchool, by rotation in the order of seniority:Provided further that a Dean on attaining the age of sixty-five years shall cease to hold office assuch.17 (2) When the office of the Dean is vacant or when the Dean is, by reason of illness, absence or anyother cause, unable to perform duties of his office, the duties of the office shall be performed by thesenior-most Professor or Associate Professor, as the case may be, in the School.",17
SECTIONS,(3) The Dean shall be the Head of the School and shall be responsible for the conduct andmaintenance of the standards of teaching and research in the School and shall have such otherfunctions as may be prescribed by the Ordinances.,17
SECTIONS,"(4) The Dean shall have the right to be present and to speak at any meeting of the Boards of SportsStudies or Committees of the School, as the case may be, but shall not have the right to vote thereatunless he is a member thereof.",17
SECTIONS,5. Registrar .—(1) The Registrar shall be appointed by the Executive Council on therecommendation of a Selection Committee constituted for the purpose and shall be whole-timesalaried officer of University.,17
SECTIONS,(2) The Registrar shall be appointed for a term of five years and shall be eligible for re-appointment.,17
SECTIONS,(3) The emoluments and other terms and conditions of service of the Registrar shall be such asmay be prescribed by the Executive Council from time to time:Provided that the Registrar shall retire on attaining the age of sixty-two years.,17
SECTIONS,"(4) When the office of the Registrar is vacant or when the Registrar is, by reason of illness,absence or any other cause, unable to perform the duties of his office, the duties of the office shall beperformed by such person as the Vice-Chancellor may appoint for the purpose.",17
SECTIONS,"(5) (a) The Registrar shall have power to take disciplinary action against such of the employees,excluding teachers and other academic staff, as may be specified in the order of the Executive Counciland to suspend them pending inquiry, to administer warnings to them or to impose on them thepenalty of censure or the withholding of increment:Provided that no such penalty shall be imposed unless the person has been given a reasonableopportunity of showing cause against the action proposed to be taken in regard to him.",17
SECTIONS,(b) An appeal shall lie to the Vice-Chancellor against any order of the Registrar imposing any ofthe penalties specified in sub-clause ( a).,17
SECTIONS,"(c) In a case where the inquiry discloses that a punishment beyond the power of the Registrar iscalled for, the Registrar shall, upon the conclusion of the inquiry, make a report to the Vice-Chancellor along with his recommendation:Provided that an appeal shall lie to the Executive Council against an order of the Vice-Chancellorimposing any penalty.",17
SECTIONS,"(6) The Registrar shall be ex officio Secretary of the Executive Council and the Academic andActivity Council, but shall not be deemed to be member of either of these authorities and he shall beex officio Member-Secretary of the Court.",17
SECTIONS,(7) It shall be the duty of the Registrar—,17
SECTIONS,"(a) to be the custodian of the records, the common seal and such other property of theUniversity as the Executive Council shall commit to his charge;",17
SECTIONS,"(b) to issue all notices convening meetings of the Court, the Executive Council, the Academicand Activity Council and of any Committee appointed by those authorities;",17
SECTIONS,"(c) to keep the minutes of all the meetings of the Court, the Executive Council, the Academicand Activity Council and of any Committees appointed by those authorities;",17
SECTIONS,"(d) to conduct the official correspondence of the Court, the Executive Council and theAcademic and Activity Council;",17
SECTIONS,"(e) to supply to the Central Government, copies of the agenda of the meetings of theauthorities of the University as soon as they are issued and the minutes of such meetings;18 (f) to represent the University in suits or proceedings by or against the University, sign powersof attorney and verify pleadings or depute his representative for the purpose; and",18
SECTIONS,"(g) to perform such other duties as may be specified in the Statutes, the Ordinances orRegulations or as may be required from time to time by the Executive Council.",18
SECTIONS,6. Finance Officer .—(1) The Finance Officer shall be appointed by the Executive Council onthe recommendations of the Selection Committee constituted for the purpose and shall be a whole-time salaried officer of the University.,18
SECTIONS,(2) The Finance Officer shall be appointed for a term of five years and shall be eligible for re-appointment.,18
SECTIONS,(3) The emoluments and other terms and conditions of service of the Finance Officer shall be suchas may be prescribed by the Executive Council form time to time:Provided that the Finance Officer shall retire on attaining the age of sixty-two years.,18
SECTIONS,"(4) When the office of the Finance Officer is vacant or when the Finance Officer is, by reason ofillness, absence or any other cause, unable to perform the duties of his office, the duties of the officeshall be performed by such person as the Vice-Chancellor may appoint for the purpose.",18
SECTIONS,"(5) The Finance Officer shall be ex officio Secretary of the Finance Committee, but shall not bedeemed to be a member of such Committee.",18
SECTIONS,(6) The Finance Officer shall—,18
SECTIONS,(a) exercise general supervision over the funds of the University and shall advise it as regardsits financial policy; and,18
SECTIONS,(b) perform such other financial function as may be assigned to him by the Executive Councilor as may be prescribed by the Statutes or the Ordinances.,18
SECTIONS,"(7) Subject to the control of the Executive Council, the Finance Officer shall—",18
SECTIONS,(a) hold and manage the property and investments of the University including trust andendowed property;,18
SECTIONS,(b) ensure that the limits fixed by the Executive Council for recurring and non-recurringexpenditure for a year are not exceeded and that all moneys are expended on the purpose for whichthey are granted or allotted;,18
SECTIONS,(c) be responsible for the preparation of annual accounts and the budget of the University andfor their presentation to the Executive Council;,18
SECTIONS,(d) keep a constant watch on the state of the cash and bank balances and on the state ofinvestments;,18
SECTIONS,(e) watch the progress of the collection of revenues and advise on the methods of collectionemployed;,18
SECTIONS,"(f) ensure that the registers of buildings, land, furniture and equipment are maintained up to date andthat stock-checking is conducted, of equipment and other consumable materials in all offices,Departments, Centres and Specialised Laboratories;",18
SECTIONS,(g) bring to the notice of the Vice-Chancellor any unauthorised expenditure and other financialirregularities and suggest disciplinary action against persons at fault; and,18
SECTIONS,"(h) call for, from any office, Department, Centre, Laboratory, College, Institution, RegionalCentre or Study Centre established or maintained by the University, any information or returns thathe may consider necessary for the performance of his duties.19 (8) Any receipt given by the Finance Officer or the person or persons duly authorised in this behalf bythe Executive Council for any money payable to University shall be sufficient discharge for payment ofsuch money.",19
SECTIONS,7. Controller of Examination .—(1) The Controller of Examinations shall be appointed by theExecutive Council on the recommendations of a Selection Committee constituted for the purpose andhe shall be a whole-time salaried officer of the University.,19
SECTIONS,(2) The Controller of Examinations shall be appointed for a term of five years and shall be eligiblefor re-appointment.,19
SECTIONS,(3) The emoluments and other terms and conditions of service of the Controller of Examinations shallbe such as may be prescribed by the Executive Council from time to time:Provided that the Controller of Examinations shall retire on attaining the age of sixty-two years.,19
SECTIONS,"(4) When the officer of the Controller of Examinations is vacant or when the Controller ofExaminations is, by reason of illness, absence or any other cause, unable to perform the duties of hisoffice, shall be performed by such person as the Vice-Chancellor may appoint for the purpose.",19
SECTIONS,(5) The Controller of Examinations shall arrange for and superintend the examinations of theUniversity in the manner prescribed by the Ordinances.,19
SECTIONS,8. Librarian .—(1) The Librarian shall be appointed by the Executive Council on the recommendations ofthe Selection Committee constituted for the purpose and he shall be a whole-time salaried officer of theUniversity.,19
SECTIONS,(2) The Librarian shall exercise such powers and perform such duties as may be assigned to himby the Executive Council.,19
SECTIONS,"9. Constitution and meetings of Court .—(1) The Court shall consist of the following memberswho shall hold office for a period of three years, namely:—",19
SECTIONS,(a) Ex officio Members:—,19
SECTIONS,(i) the Chancellor;,19
SECTIONS,(ii) the Vice-Chancellor;,19
SECTIONS,(iii) the Proctor;,19
SECTIONS,(iv) the Deans of Schools;,19
SECTIONS,(v) the Dean of Students' Welfare;,19
SECTIONS,(vi) the Finance Officer;,19
SECTIONS,"(vii) one Senior Warden, by rotation;",19
SECTIONS,(viii) the Librarian of the University;,19
SECTIONS,"(ix) the President, Alumni Association;",19
SECTIONS,(b) other Members:,19
SECTIONS,(i) Heads of Departments or Professors who are members of the Academic and ActivityCouncil;,19
SECTIONS,"(ii) one representative from each institution recognised by the university, nominated by theVice-Chancellor on recommendations of the Head of the Institution;",19
SECTIONS,"(iii) not more than four persons from amongst eminent sports scientists, sportsacademicians and sports administrators to be nominated by the Central Government;",19
SECTIONS,"(iv) not more than two persons representing sports industry, to be nominated by the CentralGovernment;",19
SECTIONS,(v) not more than ten persons from amongst eminent sports persons and highly recognisedcoaches to be nominated by the Central Government;,19
SECTIONS,"(c) the Registrar, who shall be the ex officio Member Secretary.20 (2) An annual meeting of the Court shall be held on a date to be fixed by the Executive Council unlesssome other date has been fixed by the Court in respect of any year.",20
SECTIONS,"(3) At an annual meeting of the Court, a report on the working of the University during theprevious year, together with a statement of the receipts and expenditure, the balance-sheet as audited,and financial estimates for the next year shall be presented.",20
SECTIONS,"(4) A copy of the statement of receipts and expenditure, the balance-sheet and the financialestimates referred to in clause ( 2) shall be sent to every member of the Court at least seven daysbefore the date of the annual meeting.",20
SECTIONS,"(5) Special meetings of the Court may be convened by the Executive Council or the Vice-Chancellor or if there is no Vice-Chancellor, by the Registrar.",20
SECTIONS,(6) Eleven members of the Court shall form a quorum for a meeting of the Court.,20
SECTIONS,10. Quorum for meeting of Executive Council .—Seven members of the Executive Council shallform a quorum for a meeting of the Executive Council.,20
SECTIONS,"11. Constitution, powers and functions of Executive Council .—(1) The Executive Council shallconsist of the following members to be nominated by the Central Government who shall hold office for aperiod of two years, namely:—",20
SECTIONS,(a) Ex officio Members:,20
SECTIONS,(i) the Vice-Chancellor;,20
SECTIONS,(ii) the Proctor;,20
SECTIONS,(iii) the Deans of Students' Welfare;,20
SECTIONS,"(iv) the Additional Secretary and Financial Advisor, Ministry of Youth Affairs and Sports;",20
SECTIONS,"(v) the Joint Secretary, Ministry of Youth Affairs and Sports;",20
SECTIONS,(vi) the Deans of Schools;,20
SECTIONS,(b) Other Members:,20
SECTIONS,(i) three Senior Professors by rotation;,20
SECTIONS,"(ii) four persons from amongst sports scientists, sports administrators, eminent sportspersons and distinguished coaches.",20
SECTIONS,(2) The Executive Council shall have the power of management and administration of the revenueand property of the University and the conduct of all administrative affairs of the University nototherwise provided for.,20
SECTIONS,"(3) Subject to the provision of this Act, the Statutes and the Ordinances, the Executive Councilshall, in addition to all other powers vested in it, have the following powers, namely:—",20
SECTIONS,"(i) to create teaching and other academic posts including Chairs, to determine the number andemoluments of such posts and to define the duties and conditions of service of Professors,Associate Professors, Assistant Professors and other academic staff:Provided that no action shall be taken by the Executive Council in respect of the number andqualifications of teachers and other academic staff otherwise than after consideration of therecommendations of the Academic and Activity Council;",20
SECTIONS,"(ii) to appoint such Professors, Associate Professors, Assistant Professors and other academicstaff including Chair, as may be necessary, on the recommendation of the Selection Committeeconstituted for the purpose and to fill up temporary vacancies therein;",20
SECTIONS,"(iii) to promote interfacial research by making joint appointments of teaching staff in differentSchools, Department and Centres;",20
SECTIONS,"(iv) to create administrative, ministerial and other necessary posts and to define their duties andconditions of their service and to make appointments thereto in the manner prescribed by theOrdinances;21 (v) to grant leave of absence to any officer of the University other than the Chancellor and theVice-Chancellor, and to make necessary arrangements for the discharge of the functions of suchofficer during his absence;",21
SECTIONS,(vi) to regulate and enforce discipline among employees in accordance with the Statutes and theOrdinances;,21
SECTIONS,"(vii) to manage and regulate the finances, accounts, investments, property, business and allother administrative affairs of the University and for that purpose to appoint such agents as it maythink fit;",21
SECTIONS,(viii) to fix limits on the total recurring and the total non-recurring expenditure for a year on therecommendation of the Finance Committee;,21
SECTIONS,"(ix) to invest any money belonging to the University, including any unapplied income, in suchstocks, funds, share or securities, from time to time, as it may think fit or in the purchase ofimmovable property in India, with the like powers of varying such investment from time to time;",21
SECTIONS,(x) to transfer or accept transfers of any movable or immovable property on behalf of theUniversity;,21
SECTIONS,"(xi) to provide buildings, premises, furniture and apparatus and other means needed for carryingon the work of the University;",21
SECTIONS,"(xii) to enter into, vary, carry out and cancel contracts on behalf of the University;",21
SECTIONS,"(xiii) to entertain, adjudicate upon, and if thought fit, to redress any grievances of theemployees and students of the University who may, for any reason, feel aggrieved;",21
SECTIONS,"(xiv) to appoint examiners and moderators and, if necessary, to remove them, and to fix theirfees, emoluments and travelling and other allowances, after consulting the Academic and ActivityCouncil;",21
SECTIONS,(xv) to select a common seal for the University and provide for the use of such seal;,21
SECTIONS,(xvi) to make such special arrangements as may be necessary for the residence of womenstudents;,21
SECTIONS,"(xvii) to institute fellowships, scholarships, studentships, medals and prizes;",21
SECTIONS,"(xviii) to provide for the appointment of Visiting Professors, Emeritus Professors, Consultantsand Scholars and determine the terms and conditions of such appointments;",21
SECTIONS,(xix) to enter into partnership with industry and non-Government agencies for the advancementof knowledge and establish a corpus of funds out of the profits of such partnership; and,21
SECTIONS,(xx) to exercise such other powers and perform such other duties as may be conferred orimposed on it by this Act or these Statutes.,21
SECTIONS,12. Members of Academic and Activity  Council and quorum for meeting .—(1) The membersof the Academic and Activity Council shall include sports persons who have achieved distinction inOlympics or world championships.,21
SECTIONS,(2) Nine members of the Academic and Activity Council shall form quorum for the meeting of theAcademic and Activity Council.,21
SECTIONS,"13. Powers and functions of Academic and Activity Council .—Subject to the provisions of thisAct, the Statutes and the Ordinances, the Academic and Activity Council shall, in addition to all otherpowers vested in it, have the following powers, namely:—",21
SECTIONS,"(a) to exercise general supervision over the academic policies of the University and to givedirections regarding methods of instruction, co-ordination of teaching among the Colleges,Institutions, Regional Centres and Study Centres and evaluation of research and improvement ofacademic standards;",21
SECTIONS,"(b) to bring about and promote inter-School co-ordination and to establish or appoint suchcommittees or boards as may be deemed necessary for the purpose;22 (c) to consider matters of general academic interest either on its own initiative, or on areference by a School or the Executive Council, and to take appropriate action thereon;",22
SECTIONS,"(d) to frame such regulations and rules consistent with the Statutes and the Ordinancesregarding the academic functioning of the University, discipline, residence, admissions, award offellowships and studentships, fees, concessions, corporate life and attendance.",22
SECTIONS,14. Schools of Studies and Departments. —(1) The University shall have such Schools of Studiesas may be specified in the Statutes.,22
SECTIONS,(2) Every School shall have a School Board and the members of the first School Board shall benominated by the Executive Council for a period of three years.,22
SECTIONS,"(3) The composition, powers and functions of a School Board shall be prescribed by theOrdinances.",22
SECTIONS,(4) The conduct of the meetings of a School Board and the quorum required for such meetingsshall be prescribed by the Ordinances.,22
SECTIONS,"(5) (a) Every School shall consist of such Departments as may be assigned to it by the Ordinances:Provided that the Executive Council may, on the recommendation of the Academic and ActivityCouncil, establish Centres of Studies to which may be assigned such teachers of the University as theExecutive Council may consider necessary.",22
SECTIONS,"(b) Each Department shall consist of the following members, namely:—",22
SECTIONS,(i) teachers of the Department;,22
SECTIONS,(ii) persons conducting research in the Department;,22
SECTIONS,(iii) Dean of the School;,22
SECTIONS,"(iv) Honorary Professors, if any , attached to the Department; and",22
SECTIONS,(v) such other persons as may be members of the Department in accordance with theprovisions of the Ordinances.,22
SECTIONS,15. Board of Sports Studies .—(1) Each Department shall have a Board of Sports Studies.,22
SECTIONS,(2) The term of office of the Board of Sports Studies and of its members shall be prescribed by theOrdinances.,22
SECTIONS,"(3) Subject to the overall control and supervision of the Academic and Activity Council, thefunctions of a Board of Sports Studies shall be to approve subjects for research for various degrees andother requirements of research degrees and to recommend to the concerned School Board in themanner prescribed by the Ordinances,—",22
SECTIONS,"(a) courses of studies and appointment of examiners for courses, but excluding researchdegrees;",22
SECTIONS,(b) appointment of supervisors for research; and,22
SECTIONS,"(c) measures for the improvement of the standard of teaching and research:Provided that the above functions of a Board of Sports Studies shall, during the period of threeyears immediately after the commencement of this Act, be performed by the Department.",22
SECTIONS,"16. Finance Committee. —(1) The Finance Committee shall consist of the following members,namely:—",22
SECTIONS,(i) the Vice-Chancellor;,22
SECTIONS,(ii) one person to be nominated by the Court;,22
SECTIONS,"(iii) three persons to be nominated by the Executive Council, out of whom at least one shall bea member of the Executive Council; and",22
SECTIONS,(iv) three persons to be nominated by the Central Government.,22
