,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Title,Paragraph Text,Page No
128,128,128,128,SECTIONS,"this section, the expressions —(a)) “electronic form ” shall have the same meaning as assigned to it in clause ( r)) of sub -section ( 1))of section 2of the Information Technology Act, 2000 (21 of 2000);(b)) “electronic record ” shall have the same meaning as assigned to it in clause ( t)) ofsub-section ( 1)) of section 2of the Information Technology Act, 2000 (21 of 2000);(c)) “sensitive personal data or information ” shall have the same meaning as assigned to it in clause ( iii) of the Explanation to section 43A of the Information Tec hnology Act, 2000 (21 of 2000).",13
129,129,129,129,SECTIONS,"31. Alteration of demographic information or biometric information .—(1)) In case any demographic information of an Aadhaar number holder is found incorrect or changes subsequently, theAadhaar number holder shall request the Authority to alter such demographic information in his record in the Central Identities Data Repository in such manner as may be specified by regulations.(2)) In case any biometric information of Aadhaar number holder is lost or changes subsequently for any reason, the Aadhaar number holder shall request the Authority to make",13
130,130,130,130,SECTIONS,"necessary alteration in his record in the Central Identities Data Repository in such manner as may be specified by regulations.(3)) On receipt of any request under sub -section ( 1)) or sub -section ( 2)), the Authority may, if it issatisfied, make such alteration as may be required in the record relating to such Aadhaar number holder and intimate such alter at ion to the concerned Aadhaar number holder.(4)) No identity information in the Central Identities Data Repository shall be altered except in the manner provided in this Act or regulations made in this behalf.",13
131,131,131,131,SECTIONS,"32. Access to own information and records of requests for authentication .—(1)) The Authority shall maintain authentication records in such manner and for such period as may be specified byregulations.(2)) Every Aadhaar number holder shall be entitled to obtain his authentication record in such manner as may be specified by regulations.(3)) The Authority shall not, either by itself or through any entity under its control, collect, keep or maintain any information about the purpose of authentication.",13
132,132,132,132,SECTIONS,"33. Disclosure of information in certain cases .—(1)) Nothing contained in sub -section ( 2)) orsub-section ( 5)) of section 28 or sub -section ( 2)) of section 29 shall apply in respect of any disclosure ofinformation, including identity information or authentication records, made pursuant to an or der of acourt not inferior to that of aDistrict Judge:Provided that no order by the court under this sub -section shall be made without giving an opportunity of hearing to the Authority.14(2)) Nothing contained in sub -section ( 2)) or sub -section ( 5))",13
133,133,133,133,SECTIONS,"of sect ion 28 and clause ( b)) of sub -section(1)), sub -section ( 2)) or sub -section ( 3)) of section 29 shall apply in respect of any disclosure of information,including identity information or authentication records, made in the interest of national security inpursu ance of adirection of an officer not below the rank of Joint Secretary to the Government of India specially authorised in this behalf by an order of the Central Government:Provided that every direction issued under this sub -section, shall be reviewed by an Oversight Committee",13
134,134,134,134,SECTIONS,"consisting of the Cabinet Secretary and the Secretaries to the Government of India in the Department of Legal Affairs and the Department of Electronics and Information Technology, before it takes effect:Provided further that any direction issued under this sub -section shall be valid for aperiod of three months from the date of its issue, which may be extended for afurther period of three months after the review by the Oversight Committee.CHAPTER VIIOFFENCES AND PENALTIES",13
135,135,135,135,SECTIONS,"34. Penalty for impersonation at time of enrolment .—Whoever impersonates or attempts to impersonate another person, whether dead or alive, real or imaginary, by providing any false demographic information or biometric information, shall be punishable with imp risonment for aterm which may extend to three years or with afine which may extend to ten thousand rupees or with both.",14
136,136,136,136,SECTIONS,"35. Penalty for impersonation of Aadhaar number holder by changing demographic information or biometric information . —Whoever, with the intention of causing harm or mischief to anAadhaar number holder, or with the intention of appropriating the identity of an Aadhaar number holder changes or attempts to change any demographic information or biometric information of an Aadhaarnumber hold er by impersonating or attempting to impersonate another person, dead or alive, real orimaginary, shall be punishable with imprisonment for aterm which may extend to three years and shall also be liable to afine which may extend to ten thousand rupees.",14
137,137,137,137,SECTIONS,"36. Penalty for impersonation .—Whoever, not being authorised to collect identity information under the provisions of this Act, by words, conduct or demean our pretends that he is authorised to do so,shall be punishable with imprisonment for aterm which ma yextend to three years or with afine which may extend to ten thousand rupees or, in the case of acompany, with afine which may extend toone lakh rupees or with both.",14
138,138,138,138,SECTIONS,"37. Penalty for disclosing identity information .— Whoever, intentionally discloses, transmits,copies or otherwise disseminates any identity information collected in the course of enrolment or authentication to any person not authorised under this Act or regulations made thereunder or in contravention of any agreement or arrangement enter edinto pursuant to the provisions of this Act, shall be punishable with imprisonment for aterm which may extend to three years or with afine which may extend to ten thousand rupees or, in the case of acompany, with afine which may extend toone lakh rupees or with both.",14
139,139,139,139,SECTIONS,"38. Penalty for unauthorised access to the Central Identities Data Repository .— Whoever, not being authorised by the Authority, intentionally, —(a)) accesses or secures access to the Central Identities Data Repository;(b)) downloads, copies or extracts any data from the Central Identities Data Repository or store din any removable storage medium;(c)) introduces or causes to be introduced any virus or other computer contaminant in the Central Identities Data Repository;(d)) damages or causes to be damaged the data in the Central Identities Data",14
140,140,140,140,SECTIONS,"Repository;(e)) disrupts or causes disruption of the access to the Central Identities Data Repository;(f)) denies or causes adenial of access to any person who is authorised to access the Central Identities Data Repository;15(g)) reveals any information in contravention of sub -section ( 5)) of section 28, or shares, uses or displays information in contravention of section 29 or assists any person in any of the aforementionedacts;(h)) destroys, delete sor alters any information stored in any removable storage media or in the Central Identities Data",14
141,141,141,141,SECTIONS,"Repository or diminishes its value or utility or affects it injuriously by anymeans; or(i)) steals, conceals, destroys or alters or causes any person to steal, conceal, destroy or alter any computer source code used by the Authority with an intention to cause damage,shall be punishable with imprisonment for aterm which may extend to three years and shall also be liable to afine which shall not be less than ten lakh rupees.Explanation. — For the purposes of this section, the expressions “computer contaminant ”, “computervirus” and “damage”",14
142,142,142,142,SECTIONS,"shall have the meanings respectively assigned to them in the Explanation to section 43 of the Information Technology Act, 2000 (21 of 2000), and the expression “computer sourcecode” shall have the meaning assigned to it in the Explanation to section 65 of the said Act.",14
143,143,143,143,SECTIONS,"39. Penalty for tampering with data in Central Identities Data Repository .—Whoever, not beingauthorised by the Authority, uses or tampers with the data in the Central Identities Data Repository or in any removable storage medium with the intent of modifying information relating to Aadhaar number holder or discovering any information thereof, shall be punishable with imprisonment for aterm which may extend to three years and shall also be liable to afine which may extend to ten thousand rupees.",15
144,144,144,144,SECTIONS,"40. Penalty for unauthorised use by requesting entity .—Whoever, being arequesting entity, uses the identity information of an individual in contravention of sub -section ( 3)) of section 8,, shall be punishable with imprisonment which may extend to three years or with afine which may extend to ten thousand rupees or, in the case of acompany, with afine which may extend toone lakh rupees or withboth.",15
145,145,145,145,SECTIONS,"41. Penalty for non -compliance with intimation requirements .—Whoever, being an enrolling agency or arequesting entity, fails to comply with the requirements of sub -section ( 2)) of section 3orsub-section ( 3)) of section 8,, shall be punishable with imprisonment which may extend to one year or witha fine which may extend to ten thousand rupees or, in the case of acompany, with afine which may extend toone lakh rupees or with both.",15
146,146,146,146,SECTIONS,"42. General penalty .—Whoever commits an of fence under this Act or any rules or regulations made thereunder for whi chno specific penalty is provided elsewhere than this section, shall be punishable with imprisonment for aterm which may extend to one year or with afine which may extend to twenty -fivethousand rupees or, in the case of acompany, with afine which may extend to one lakh rupees, or withboth.",15
147,147,147,147,SECTIONS,"43. Of fences by companies. — (1)) Where an of fence under this Act has been committed by acompany, every person who at the time the of fence was committed was in charge of, and was responsibleto, the company for the conduct of the business of the company, as well as the company, shall be deemed to be guilty of the of fence and shall be liable to be proceeded against and punished accordingly:Provided that nothing contained in this sub -section shall render any such pe rs on liable to any punishment provided in this Act if he proves that the of fence",15
148,148,148,148,SECTIONS,"was committed without his knowledge or that he had exercised all due diligence to prevent the commission of such offence.(2)) Notwithstanding anything contained in sub -section ( 1)), where any of fence under this Act has been committed by acompany and it is proved that the of fence has been committed with the consent or connivance of, or is attributable to, any neglect on the part of any director, manager, secretary or other officer of the company, such director, manager, secretary or other officer shall also be deemed to be guilty of the of fence",15
149,149,149,149,SECTIONS,"and shall be liable to be proceeded against and punished accordingly.Explanation . — For the purposes of this section —(a)) “company” means any body corporate and includes afirm or other association of individuals;and(b)) “director”, in relation to afir m,, means apartner in the firm.16",15
150,150,150,150,SECTIONS,"44. Act to apply for of fence or contravention committed outside India . — (1)) Subject to the provisions of sub -section ( 2)), the provisions of this Act shall apply also to any of fence or contravention committed outside India by any person, irrespective of his nationality.(2)) For the purposes of sub -section ( 1)), the provisions of this Act shall app lyto any of fence or contravention committed outside India by any person, if the act or conduct constituting the of fence or contravention involves any data in the Central Identiti es Data Repository.",16
151,151,151,151,SECTIONS,"45. Power to investigate of fences .—Notwithstanding anythi ngcontained in the Code of CriminalProcedure, 1973 (2of 1974), apolice officer not below the rank of Inspector of Police shall investig ate any of fence under this Act.",16
152,152,152,152,SECTIONS,46. Penalties not to interfere with other punishments .—No penalty imposed under this Act shall prevent the imposition of any other penalty or punishment under any other lawfor the time being in force.,16
153,153,153,153,SECTIONS,"47. Cognizance of of fences .—(1)) No court shall take cognizance of any of fence punishable under this Act, save on acomplaint made by the Authority or any officer or person authorised by it.(2)) No court inferior to that of aChief Metropolitan Magistrate or aChief Judicial Magistrate shall try any off ence punishable under this Act.CHAPTER VIII",16
154,154,154,154,SECTIONS,"48. Power of Central Government to supersede Authority .—(1)) If, at any time, the Central Government is of the opinion, —(a)) that, on account of circumstances beyond the control of the Authority, it is unable to discharge the functions or perform the duties imposed on it by or under the provisions of this Act; or(b)) that the Authority has persistently defaulted in complying with any direction given by the Central Government under this Act or in the discharge of the functions or performance of the duties imposed on it by or under the pro visions",16
155,155,155,155,SECTIONS,"of this Act and as aresult of such default the financial position of the Authority or the administration of the Authority has suffered; or(c)) that apublic emergency exists,the Central Government may, by notification, supersede the Authority for such period, not exceeding sixmonths, as may be specified in the notification and appoint aperson or persons as the President may direct to exercise powers and discharge functions under this Act:Provided that before issuing any such notification, the Central Government shall give a",16
156,156,156,156,SECTIONS,"reasonable opportunity to the Authority to make representations against the proposed supersession and shall consider the representations, if any, of the Authority.(2)) Upon the publication of anotification under sub -section (1)), superseding the Authority, —(a)) the Chairperson and other Members shall, as from the date of supersession, vacate their offices as such;(b)) all the powers, functions and duties which may, by or under the provisions of this Act, be exercised or dis cha rged by or on behalf of the Authority shall, until the Authority is",16
157,157,157,157,SECTIONS,"reconstituted under sub -section ( 3)), be exercised and discharged by the person or persons referred to insub-section ( 1)); and(c)) all properties owned or controlled by the Authority shall, until the Authority is reconstituted under sub -section ( 3)), vest in the Central Government.(3)) On or before the expiration of the period of supersession specified in the notification issued undersub-section ( 1)), the Central Government shall reconstitute the Authority by afresh appointment of its Chairperson and other Members and in such case any person",16
158,158,158,158,SECTIONS,who had vacated his office under clause ( a))of sub -section ( 2)) shall not be deemed to be disqualified for reappointment.17(4)) The Centra lGovernment shall cause acopy of the notification issued under sub -section ( 1)) and afull report of any action taken under this section and the circumstances leading to such action to be laid before each House of Parliament at the earliest.,16
159,159,159,159,SECTIONS,"49. Members, officers, etc., to be public servants .— The Chairperson, Members, officers and other employees of the Authority shall be deemed, while acting or purporting to act in pursuance of any of the provisions of this Act, to be public servants within the meaning of section 21 of the India nPenal Code (45 of 1860).",17
160,160,160,160,SECTIONS,"50. Power of Central Government to issue directions .— (1)) Without prejudice to the foregoing provisions of this Act, the Authority shall, in exercise of its powers or the performance of its function sunder this Act be bound by such directions on questions of policy, as the Central Government may give,in writing to it, from time to time:Provided that the Authority shall, as far as practicable, be given an opportunity to express its views before any direction is given under this sub -section:Provided further that nothing in this section shall",17
161,161,161,161,SECTIONS,"empower the Central Government to issue directions pertaining to technical or administrative matters undertaken by the Authority.(2)) The decision of the Central Government, whether aquestion is one of policy or not, shall be final.",17
162,162,162,162,SECTIONS,"51. Delegation .— The Authority may, by general or special order in writing, delegate to anyMember, officer of the Authority or any other person, subject to such conditions, if any, as may be specified in the order, such of its powers and functions under this Act (except the power under sectio n54)as it may deem necessary.",17
163,163,163,163,SECTIONS,"52. Protection of action taken in good faith .— No suit, prosecution or other legal proceeding shall lie against the Central Government or the Authority or the Chairperson or any Member or any officer, or other employees of the Authority for anything which is in good faith done or intended to be done under this Act or the rule or regulation made thereunder.",17
164,164,164,164,SECTIONS,"53. Power of Central Government to make rules .— (1)) The Central Government may, bynotification, make rules to carry out the provisions of this Act.(2)) In particular, and without prejudice to the generality of the foregoing power, such rules may provide for all or any of the following matters, namely: —(a)) the form and manner in which and the authority before whom the oath of office and of secrecy is to be subscribed by the Chairperson and Members under sub -section ( 2)) of section 14;(b)) the salary and allowances payable to, and other terms",17
165,165,165,165,SECTIONS,"and conditions of service of, the Chairperson and the allowances or remuneration payable to Members of the Authority undersub-section ( 4)) of section 14;(c)) the other powers and functions of the Chairperson of the Authority under section 17;(d)) the other powers and functions of the Authority under clause ( t)) of sub -section ( 2)) of section 23;(e)) the form of annual statement of accou nts to be prepared by Authority under sub -section ( 1)) of section 26;(f)) the form and the manner in which and the time within which returns and statements",17
166,166,166,166,SECTIONS,"and particulars are to be furnished under sub -section ( 1)) of section 27;(g)) the form and the manner and the time at which the Authority shall furnish annual report undersub-section ( 2)) of section 27;(h)) any other matter which is required to be, or may be, prescribed, or in respect of which provision is to beor may be made by rules.18",17
167,167,167,167,SECTIONS,"54. Power ofAuthority to make regulations . —(1)) The Authority may, by notification, make regulations consistent with this Act and the rules made thereunder, for carrying out the provisions of thisAct.(2)) In particular, and without prejudice to the generality of the foregoing power, such regulations may provide for all or any of the following matters, namely: —(a)) the biometric information under clause ( g)) and the demographic information under clause ( k)),and the process of collecting demographic information and biometric information from",18
168,168,168,168,SECTIONS,the individuals by enrolling agencies under clause ( m)) of section 2;;(b)) the manner of verifying the demographic information and biometric information for issue ofAadhaar number under sub -section ( 3)) of section 3;;(c)) the con dit ions for accepting an Aadhaar number as proof of identity of the Aadhaar number holder under sub -section ( 3)) of section 4;;(d)) the other categories of individuals under section 5for whom the Authority shall take special measures for allotment of Aadhaar number;(e)) the manner of updating biometric information and,18
169,169,169,169,SECTIONS,"demographic information under section 6;;(f)) the procedure for authentication of the Aadhaar number under section 8;;(g)) the other functions to be performed by the Central Identit ies Data Repository under section 10;(h)) the time and places of meetings of the Authority and the procedure for transaction of business to be followed by it, including the quorum, under sub -section ( 1)) of section 19;(i)) the salary and allowances payable to, and other terms and conditions of service of, the chief executive officer, officers and other employees of the",18
170,170,170,170,SECTIONS,Authority under sub -section ( 2)) of section 21;(j)) the demographic information and biometric information under clause ( a)) and the manner of their collection under clause ( b)) of sub -section (2)) of section 23;(k)) the manner of maintaining and updating the information of individuals in the Central Identities Data Repository under clause ( f)) of sub -section ( 2)) of section 23;(l)) the manner of omitting and deactivating an Aadhaar number and information relating thereto under clause ( g)) of sub -section ( 2)) of section 23;(m)) the manner of use,18
171,171,171,171,SECTIONS,"of Aadhaar numbers for the purposes of providing or availing of varioussubsidies, benefits , services and other purposes for which Aadhaar numbers may be used under clause(h)) of sub -section ( 2)) of section 23;(n)) the terms and conditions for appointment of Registrars, enrolling agencies and other service providers and the revocation of appoint men ts thereof under clause ( i)) of sub -section ( 2)) of section 23;(o)) the manner of sharing information of Aadhaar number holder under clause ( k)) ofsub-section ( 2)) of section 23;(p)) various processes",18
172,172,172,172,SECTIONS,"relating to data management, secur it yprotocol and other technology safeguards under clause ( m)) of sub -section ( 2)) of section 23;(q)) the procedure for issuance of new Aadhaar number to existing Aadhaar number holder under clause ( n)) of sub -section ( 2)) of section 23;(r)) manner of authorising Registrars, enrolling agencies or other service providers to collect such fees for services provided by them under clause ( o)) of sub -section ( 2)) of section 23;(s)) policies and practices to be followed by the Registrar, enrolling agencies and other",18
173,173,173,173,SECTIONS,"service providers under clause ( r)) of sub -section ( 2)) of section 23;19(t)) the manner of accessing the identity information by the Aadhaar number holder under the proviso to sub -section ( 5)) of section 28;(u)) the manner of sharing the identity informati on, other than core biometric information,collected or created under this Act under sub -section ( 2)) of section 29;(v)) the manner of alteration of demographic information under sub -section ( 1)) and biometric information under sub -section ( 2)) of section 31;(w)) the manner of and the time for",18
174,174,174,174,SECTIONS,"maintaining the request for authentication and the response thereon under sub -section ( 1)), and the manner of obtaining, by the Aadhaar number holder, the authentication records under sub -section ( 2)) of section 32;(x)) any other matter which is required to be, or may be, specified, or in respect of which provision is to be or may be made by regulations.",18
175,175,175,175,SECTIONS,"55. Laying of rules and regulations before Parliament .— Every rule and every regulation made under this Act shall be la id, as soon as may be after it is made, before each House of Parliament, while it is in session, for atotal period of thirty days which may be comprised in one session or in two or more successive sessions, and if, before the expiry of the session immedia tely following the session or the successive sessions aforesaid, both Houses agree in making any modification in the rule or regulation, or both the Houses agree that the rule",19
176,176,176,176,SECTIONS,"or regulation should not be made, the rule or regulation shall thereafter have effect only in such modified form or be of no effect, as the case may be; so, however, that any such modification or annulment shall be without prejudice to the validity of anything previously done under that rule or regulation.",19
177,177,177,177,SECTIONS,"56. Application of other laws not barred .— The provisions of this Act shall be in addition to, and not in derogation of, any other lawfor the time being in force.",19
178,178,178,178,SECTIONS,"57. Act not to prevent use of Aadhaar number for other purposes under law .— Nothing contained in this Act shall preve ntthe use of Aadhaar number for establishing the identity of an individual for any purpose, whether by the State or any body corporate or person, pursuant to any law, for the time being in force, or any contract to this effect:Provided that the use of Aadhaar number under this section shall be subject to the procedure and obligations under section 8and Chapter VI.",19
179,179,179,179,SECTIONS,"58. Power to remove difficulties . — (1)) If any difficulty arises in giving effect to the provisions of this Act, the Central Government may, by order, published in the Official Gazette, make such provision snot inconsistent with the provisions of this Act as may appear to be necessary for removing the difficulty:Provided that no such order shall be made under this section after the expiry of three years from the commencement of this Act.(2)) Every order made under this section shall be laid, as soon as may be after it is made, before each House of Parliament.",19
180,180,180,180,SECTIONS,"59. Savings .—Anything done or any action taken by the Central Government under the Res olution of the Government of India, Planning Commission bearing notification number A--43011/02/2009 -Admin. I,,dated the 28th January, 2009, or by the Department of Electronics and Information Technology under the Cabinet Secretariat Notification bearing no tification number S..O.. 2492( E)), dated the 12th September,2015, as the case may be, shall be deemed to have been valid lydone or taken under this Act.",19
