,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Title,Paragraph Text,Page No
77,77,77,77,PRELIMINARY,"deems fit.16 (3)) The Assessing Officer may, on an application made by the assessee, before the expiry of aperiod of thirty days or the period reduced under sub-section ( 2)) or during the pendency of appeal with the Commissioner (Appeals), extend the time for payment, or allow payment by instalments, subject to such conditions as he may think fit to impose in the circumstances of the case.(4)) An asses see shall be deemed to be an asses see in default, if the tax arrear is not paid within the time allowed under sub-section ( 1)) or the period reduced",15
78,78,78,78,PRELIMINARY,"under sub-section ( 2)) or extended undersub-section ( 3)), as the case may be.(5)) Where an asses see defaults in paying any one of the instalments within the time fixed undersub-section ( 3)), he shall be deemed to be an asses see in default in respect of the whole of the then outstanding amount.(6)) The Assessing Officer may, in acase where no certificate has been drawn up under section 31 by the Tax Recovery Officer, recover the amount in respect of which the asses see is in default, or is deemed to be in default, by any one or more of the modes",15
79,79,79,79,PRELIMINARY,provided in section 32.(7)) The Tax Recovery Officer shall be vested with the powers to recover the tax arrear on drawing up of astatement of tax arrear under section 31.,15
80,80,80,80,PRELIMINARY,"31. Recovery of tax dues by Tax Recovery Officer. —(1)) The Tax Recovery Officer may draw up under his signature astatement of tax arrears of an asses see referred to in sub-section ( 4)) orsub-section ( 5)) of section 30, in such form, as may be prescribed (such statement hereafter in this Chapter referred to as “certificate”).(2)) The certificate under sub-section ( 1)) shall stand amended from time to time consequent to any proceeding under this Act and the Tax Recovery Officer shall recover the amount so modified.(3)) The Tax Recovery Officer may",16
81,81,81,81,PRELIMINARY,"rectify any mistake apparent from the record.(4)) The Tax Recovery Officer shall have the power to extend the time for payment, or allow payment by instalments, subject to such conditions as he may think fit to impose in the circumstances of the case.(5)) The Tax Recovery Officer shall proceed to recover from the asses see the amount specified in the certificate by one or more of the modes referred to in section 32 or in the Second Schedule to theIncome-tax Act.(6)) It shall not be open to the asses see to dispute the correctness of any certificate",16
82,82,82,82,PRELIMINARY,"drawn up by the Tax Recovery Officer on any ground whatsoever, but it shall be lawful for the Tax Recovery Officer to cancel the certificate if, for any reason, he thinks it necessary so to do.",16
83,83,83,83,PRELIMINARY,"32. Modes of recovery of tax dues. —(1)) The Assessing Officer or the Tax Recovery Officer may require the employer of the asses see to deduct from any payment to the asses see such amount as is sufficient to meet the tax arrear from the assessee.(2)) Upon requisition under sub-section ( 1)), the employer shall comply with the requisition and shall pay the sum so deducted to the credit of the Central Government in such manner as may be prescribed.(3)) Any part of the salary, exempt from attachment in execution of adecree of acivil court under section",16
84,84,84,84,PRELIMINARY,"60 of the Code of Civil Procedure, 1908 (5of 1908), shall be exempt from any requisition made under sub-section ( 1)).(4)) The Assessing Officer or the Tax Recovery Officer may, by notice in writing, require any debtor of the asses see to pay such amount, not exceeding the amount of debt, as is sufficient to meet the tax arrear of the assessee.17 (5)) Upon receipt of the notice under sub-section ( 4)), the debtor shall comply with the requisition and shall pay the sum to the credit of the Central Government in such manner as may be prescribed within",16
85,85,85,85,PRELIMINARY,"the time (not being before the debt becomes due to the assessee) specified in the notice.(6)) Acopy of the notice issued under sub-section ( 4)) shall be forwarded to the asses see at his last address known to the Assessing Officer or the Tax Recovery Officer and in the case of ajoint account, to all the joint holders at their last addresses known to the Assessing Officer or the Tax Recovery Officer.(7)) It shall not be necessary for any pass book, deposit receipt, policy or any other document to be produced for the purpose of any entry,",16
86,86,86,86,PRELIMINARY,"endorsement or the like being made before payment is made,notwithstanding any rule, practice or requirement to the contrary if the notice under sub-section ( 4)) is issued to apost office, banking company, insurer or any other person.(8)) Any claim in respect of any property, in relation to which anotice under sub-section ( 4)) has beenissued, arising after the date of the notice, shall be void as against any demand contained in the notice.(9)) Aperson to whom anotice under sub-section ( 4)) has been issued, shall not be required to pay",16
87,87,87,87,PRELIMINARY,"the amount of tax arrear specified therein, or part thereof, if he objects to it by astatement on oath that the sum demanded, or any part thereof, is not due to the asses see or that he does not hold any money for, or on account of, the assessee.(10) The person referred to in sub-section ( 9)) shall be personally liable to the Assessing Officer or the Tax Recovery Officer, as the case may be, to the extent of his own liability to the asses see on the date of the notice, or to the extent of the liability of the asses see for any sum due under this",16
88,88,88,88,PRELIMINARY,"Act, whichever isless, if it is discovered that the statement made by him was false in any respect.(11) The Assessing Officer or the Tax Recovery Officer may amend or revoke any notice issued under sub-section ( 4)) or extend the time for making any payment in pursuance of such notice.(12) The Assessing Officer or the Tax Recovery Officer shall grant areceipt for any amount paid in compliance with anotice issued under sub-section ( 4)), and the person so paying shall be fully discharged from his liability to the asses see to the extent of the",16
89,89,89,89,PRELIMINARY,"amount so paid.(13) Any person discharging any liability to the asses see after receipt of anotice under sub-section ( 4))shall be personally liable to the Assessing Officer or the Tax Recovery Officer to the extent of his own liability to the asses see so discharged or to the extent of the liability of the asses see for any sum due under this Act, whichever is less.(14) The debtor to whom anotice under sub-section ( 4)) is sent shall be deemed to be an asses see indefault, if he fails to make such payment and further proceedings may be initiated",16
90,90,90,90,PRELIMINARY,"against him for therealisation of the amount in the manner provided in this section and the Second Schedule to theIncome-tax Act.(15) The Assessing Officer or the Tax Recovery Officer may apply to the court, in whose custody there is money belonging to the assessee, for payment to him of the entire amount of such money or if it is more than the tax arrear, an amount sufficient to meet the tax arrear.(16) The Assessing Officer or the Tax Recovery Officer shall effect the recovery of any tax arrear in the same manner as attachment, distraint and",16
91,91,91,91,PRELIMINARY,"sale of any movable property under the Second Schedule to the Income-tax Act, if he is so authorised by the Principal Chief Commissioner or the ChiefCommissioner, or the Principal Commissioner or the Commissioner, by general or special order.18 (17) In this section,—(a)) ‘‘debtor’’, in relation to an assessee, means,—(i)) any person from whom any money is due, or may become due, to the assessee; or(ii) any person who holds, or may subsequently hold, any money for, or on account of, theassessee; or(iii) any person who holds, or may subsequently",16
92,92,92,92,PRELIMINARY,"hold, any money for, or on account of, theassessee jointly with any other person;(b)) shares of the joint holders in the account shall be presumed, until the contrary is proved, to beequal.",16
93,93,93,93,PRELIMINARY,"33. Tax Recovery Officer by whom recovery of tax dues is to be effected. —(1)) The Tax Recovery Officer competent to take action under section 31 shall be the Tax Recovery Officer —(a)) within whose jurisdiction —(i)) the asses see carries on his business;(ii) the principal place of business of the asses see is situate;(iii) the asses see resides; or(iv) any movable or immovable property of the asses see is situate; or(b)) who has been assigned jurisdiction under section 6..(2)) The Tax Recovery Officer, referred to in sub-section ( 1)), may send a",18
94,94,94,94,PRELIMINARY,"certificate, in such manner as may be prescribed, specifying the tax arrear to be recovered, to another Tax Recovery Officer within whose jurisdiction the asses see resides or has property, if the first-mentioned Tax Recovery Officer —(a)) is not able to recover the entire amount by sale of the property, movable or immovable, within his jurisdiction; or(b)) is of the opinion that, for the purpose of expediting, or securing, the recovery of the whole, or any part, of the amount under this Chapter, it is necessary to send such certificate.(3)) The",18
95,95,95,95,PRELIMINARY,"second-mentioned Tax Recovery Officer shall, on receipt of the certificate, assume jurisdiction for recovery of the amount of tax arrear specified therein and proceed to recover the amount in accordance with the provisions of this Chapter.",18
96,96,96,96,PRELIMINARY,"34. Recovery of tax dues in case of acompany in liquidation. —(1)) The liquidator shall inform the Assessing Officer, who has jurisdiction to assess the undisclosed foreign income and asset of thecompany, of his appointment within aperiod of thirty days of his becoming the liquidator.(2)) The Assessing Officer shall, within aperiod of three months from the date on which he receives the information, intimate to the liquidator the amount which, in his opinion, would be sufficient to provide for any tax arrears or any amount which is likely to",18
97,97,97,97,PRELIMINARY,"become payable thereafter, by the company under this Act.(3)) The liquidator—(a)) shall not part with any of the assets of the company, or the properties, in his custody until he has been intimated by the Assessing Officer under sub-section ( 2)); and(b)) on being so intimated, shall set aside an amount equal to the amount intimated.19 (4)) Upon receipt of the intimation from the Assessing Officer under sub-section ( 2)), the amount so intimated shall, notwithstanding anything in any other law for the time being in force, be the first charge on the",18
98,98,98,98,PRELIMINARY,"assets of the company remaining after payment of the following dues, namely:—(a)) workmen’sdues; and(b)) debts due to secured creditors to the extent such debts under clause ( iii) of the proviso tosub-section ( 1)) of section 325 of the Companies Act, 2013 (18 of 2013) are par ipass uwith suchdues.(5)) The liquidator shall be personally liable for the payment of the amount payable by the company, ifhe—(a)) fails to inform in accordance with sub-section ( 1)); or(b)) fails to set aside the amount as required by sub-section ( 3)).(6)) The obligations",18
99,99,99,99,PRELIMINARY,"and liabilities attached to the liquidator under this section shall attach to all the liquidators jointly and severally in acase where there is more than one liquidator.(7)) The provisions of this section shall prevail over anything to the contrary contained in any other law for the time being in force.(8)) In this section,—(a)) “liquidator” in relation to acompany which is being wound up, whether under the orders of acourt or otherwise, shall include areceiver of the assets of the company;(b)) “workmen’sdues” shall have the meaning assigned to it in section 325 of the CompaniesAct, 2013 (18 of 2013).",18
100,100,100,100,PRELIMINARY,"35. Liability of manager of acompany .—(1)) Every person being amanager at any time during the financial year shall be jointly and severally liable for the payment of any amount due under this Act in respect of the company for the financial year, if the amount cannot be recovered from the company.(2)) The provisions of sub-section ( 1)) shall not apply, if the manager proves that non-recovery cannot be attributed to any neglect, misfeasance or breach of duty on his part in relation to the affairs of thecompany.(3)) The provisions of this section",19
101,101,101,101,PRELIMINARY,"shall prevail over anything to the contrary contained in the Companies Act, 2013 (18 of 2013).(4)) In this section, “manager” shall include amanaging director and both shall have the meaning respectively assigned to them in clause ( 53) and clause ( 54) of section 2of the Companies Act, 2013(18 of 2013).",19
102,102,102,102,PRELIMINARY,"36. Joint and several liability of participants. —(1)) Every person, being aparticipant in an unincorporated body at any time during the financial year, or the representative asses see of the deceasedparticipant, shall be jointly and severally liable, along with the unincorporated body, for payment of any amount payable by the unincorporated body under this Act and all the provisions of this Act shall applyaccordingly.(2)) In case of alimited liability partnership, the provisions of sub-section ( 1)) shall not apply, if the partner proves that",19
103,103,103,103,PRELIMINARY,"non-recovery cannot be attributed to any neglect, misfeasance or breach of duty on his part in relation to the affairs of the partnership.(3)) The provisions of this section shall prevail over anything to the contrary contained in the Limited Liability Partnership Act, 2008 (6of 2009).20 37. Recovery through State Government. —If the recovery of tax in any area has been entrusted to aState Government under clause (1)) of article 258 of the Constitution, the State Government may direct,with respect to that area or any part thereof, that tax shall",19
104,104,104,104,PRELIMINARY,"be recovered therein with, and as an addition to,any municipal tax or local rate, by the same person and in the manner as the municipal tax or local rate isrecovered.",19
105,105,105,105,PRELIMINARY,"38. Recovery of tax dues in pursuance of agreements with foreign countries or specifiedterritory. —(1)) The Tax Recovery Officer may, in acase where an asses see has property in acountry or aspecified territory outside India, forward acertificate to the Board for recovery of the tax arrears from theassessee, where the Central Government or any specified association in India has entered into an agreement with that country or territory under section 90 or section 90A of the Income-tax Act or undersub-sections ( 1)), (2)) or sub-section ( 4)) of",20
106,106,106,106,PRELIMINARY,"section 73 of this Act, as the case may be, for the purposes of recovery of tax.(2)) On receipt of the certificate under sub-section ( 3)) from the Tax Recovery Officer, the Board may take such action thereon as it may deem appropriate having regard to the terms of the agreement with such country or aspecified territory.",20
107,107,107,107,PRELIMINARY,"39. Recovery by suit or under other law not affected. —(1)) The several modes of recovery specified in this Chapter shall not affect in anyway—(a)) any other law for the time being in force relating to the recovery of debts due to theGovernment; or(b)) the right of the Government to institute asuit for the recovery of the tax arrears from theassessee.(2)) It shall be lawful for the Assessing Officer, or the Government, to have recourse to any such law or suit, notwithstanding that the tax arrears are being recovered from the asses see by any mode specified in this Chapter.",20
108,108,108,108,PRELIMINARY,"40. Interest for default in furnishing return and payment or deferment of advance tax. —(1))Where the asses see has any income from asource outside India which has not been disclosed in the return of income furnished under sub-section ( 1)) of section 139of the Income-tax Act or the return of income has not been furnished under the said sub-section, interest shall be chargeable in accordance with the provisions of section 234A of the Income-tax Act.(2)) Where the asses see has any undisclosed income from asource outside India and the advance taxon",20
109,109,109,109,PRELIMINARY,"such income has not been paid in accordance with Part Cof Chapter XVII of the Income-tax Act,interest shall be chargeable in accordance with the provisions of sections 234B and 234C of theIncome-tax Act.CHAPTER IV",20
110,110,110,110,PRELIMINARY,"41. Penalty in relation to undisclosed foreign income and asset. —The Assessing Officer may direct that in acase where tax has been computed under section 10 in respect of undisclosed foreign income and asset, the asses see shall pay by way of penalty, in addition to tax, if any, payable by him, asum equal to three times the tax computed under that section.",20
111,111,111,111,PRELIMINARY,"42. Penalty for failure to furnish return in relation to foreign income and asset. —If aperson,being aresident other than not ordinarily resident in India within the meaning of clause ( 6)) of section 6of the Income-tax Act, who is required to furnish areturn of his income for any previous year, as required21 under sub-section ( 1)) of section 139 of the Income-tax Act or by the provisos to that sub-section, and who at any time during such previous year,—(i)) held any asset (including financial interest in any entity) located outside India as a",20
112,112,112,112,PRELIMINARY,"beneficial owner or otherwise; or(ii) was abeneficiary of any asset (including financial interest in any entity) located outside India;or(iii) had any income from asource located outside India,and fails to furnish such return before the end of the relevant assessment year, the Assessing Officer may direct that such person shall pay, by way of penalty, asum of ten lakh rupees:Provided that this section shall not apply in respect of an asset, being one or more bank account shaving an aggregate balance which does not exceed avalue equivalent to",20
113,113,113,113,PRELIMINARY,"five hundred thousand rupees at any time during the previous year.Explanation. —For determining the value equivalent in rupees of the balance in an account maintained in foreign currency, the rate of exchange for calculation of the value in rupees shall be the telegraphic transfer buying rate of such currency as on the date for which the value is to be determined as adopted by the State Bank of India constituted under the State Bank of India Act, 1955 (23 of 1955).",20
114,114,114,114,PRELIMINARY,"43. Penalty for failure to furnish in return of income, an information or furnish inaccurate particulars about an asset (including financial interest in any entity) located outside India. —If anyperson, being aresident other than not ordinarily resident in India within the meaning of clause ( 6)) of section 6of the Income-tax Act, who has furnished the return of income for any previous year undersub-section ( 1)) or sub-section ( 4)) or sub-section ( 5)) of section 139 of the said Act, fails to furnish any information or furnishes inaccurate",21
115,115,115,115,PRELIMINARY,"particulars in such return relating to any asset (including financial interest in any entity) located outside India, held by him as abeneficial owner or otherwise, or in respect of which he was abeneficiary, or relating to any income from asource located outside India, at any time during such previous year, the Assessing Officer may direct that such person shall pay, by way of penalty,asum of ten lakh rupees:Provided that this section shall not apply in respect of an asset, being one or more bank account shaving an aggregate balance which",21
116,116,116,116,PRELIMINARY,does not exceed avalue equivalent to five hundred thousand rupees at any time during the previous year.Explanation .—The value equivalent in rupees shall be determined in the manner provided in the Explanation to section 42.,21
117,117,117,117,PRELIMINARY,"44. Penalty for default in payment of tax arrear. —(1)) Every person who is an asses see in default,or an asses see deemed to be in default, as the case may be, in making payment of tax, and in case of continuing default by such assessee, he shall be liable to apenalty of an amount, equal to the amount of tax arrear.(2)) An asses see shall not cease to be liable to any penalty under sub-section ( 1)) merely by reason of the fact that before the levy of such penalty he has paid the tax.",21
118,118,118,118,PRELIMINARY,"45. Penalty for other defaults. —(1)) Aperson shall be liable to apenalty if he has, without reasonable cause, failed to—(a)) answer any question put to him by atax authority in the exercise of its power sunder this Act;(b)) sign any statement made by him in the course of any proceedings under this Act which atax authority may legally require him to sign;22 (c)) attend or produce books of account or documents at the place or time, if he is required to attend or to give evidence or produce books of account or other documents, at certain place and",21
119,119,119,119,PRELIMINARY,time in response to summons issued under section 8..(2)) The penalty referred to in sub-section ( 1)) shall be asum which shall not be less than fifty thousand rupees but which may extend to two lakh rupees.,21
120,120,120,120,PRELIMINARY,"46. Procedure. —(1)) The tax authority shall, for the purposes of imposing any penalty under thisChapter, issue anotice to an asses see requiring him to show cause why the penalty should not be impose don him.(2)) The notice referred to in sub-section ( 1)) shall be issued—(a)) during the pendency of any proceedings under this Act for the relevant previous year, in respect of penalty referred to in section 41;(b)) within aperiod of three years from the end of the financial year in which the default iscommitted, in respect of penalties referred to in",22
121,121,121,121,PRELIMINARY,"section 45.(3)) No order imposing apenalty under this Chapter shall be made unless the asses see has been give nan opportunity of being heard.(4)) An order imposing apenalty under this Chapter shall be made with the approval of the JointCommissioner, 1[[or the Joint Director ] if—(a)) the penalty exceeds one lakh rupees and the tax authority levying the penalty is in the rank ofIncome-tax Officer; or(b)) the penalty exceeds five lakh rupees and the tax authority levying the penalty is in the rank of Assistant Commissioner or Deputy Commissioner",22
122,122,122,122,PRELIMINARY,1[[or Assistant Director or Deputy Director].(5)) Every order of penalty issued under this Chapter shall be accompanied by anotice of demand in respect of the amount of penalty imposed and such notice of demand shall be deemed to be anotice under section 13.,22
123,123,123,123,PRELIMINARY,"47. Bar of limitation for imposing penalty. —(1)) No order imposing apenalty under this Chapter shall be passed after the expiry of aperiod of one year from the end of the financial year in which the notice for imposition of penalty is issued under section 46.(2)) An order imposing, or dropping the proceedings for imposition of, penalty under this Chapter maybe revised, or revived, as the case may be, on the basis of assessment of the undisclosed foreign income and asset as revised after giving effect to the order of the Commissioner (Appeals),",22
124,124,124,124,PRELIMINARY,"the AppellateTribunal, the High Court or the Supreme Court or order of revision under section 23 or section 24.(3)) An order revising or reviving the penalty under sub-section ( 2)) shall not be passed after the expiry of aperiod of six months from the end of the month in which order of the Commissioner (Appeals), the Appellate Tribunal, the High Court or the Supreme Court is received by the Principal Chief Commissioner or the Chief Commissioner or the Principal Commissioner or the Commissioner or the order of revision under section 23 or section",22
125,125,125,125,PRELIMINARY,"24 is passed.(4)) In computing the period of limitation for the purposes of this section, the following time or period shall not be included—(a)) the time taken in giving an opportunity to the asses see to be reheard under section 7;; and",22
126,126,126,126,PRELIMINARY,"1.. Ins. by Act 13 of 2018, s.. 219 (w..e..f.. 1--4--2018).23 (b)) any period during which aproceeding under this Chapter for the levy of penalty is stayed by an order, or injunction, of any court.CHAPTER VOFFENCES AND PROSECUTIONS",22
127,127,127,127,PRELIMINARY,"48. Chapter not in derogation of any other law or any other provision of this Act. —(1)) The provisions of this Chapter shall be in addition to, and not in derogation of, the provisions of any other law providing for prosecution for of fences there under.(2)) The provisions of this Chapter shall be independent of any order under this Act that may be made,or has not been made, on any person and it shall be no de fence that the order has not been made on account of time limitation or for any other reason.",23
128,128,128,128,PRELIMINARY,"49. Punishment for failure to furnish return in relation to foreign income and asset. —If aperson, being aresident other than not ordinarily resident in India within the meaning of clause ( 6)) of section 6of the Income-tax Act, who at any time during the previous year, held any asset (includingfinancial interest in any entity) located outside India as abeneficial owner or otherwise, or was abeneficiary of such asset or had income from asource outside India and wilfully fails to furnish in due time the return of income which he is required to",23
129,129,129,129,PRELIMINARY,"furnish under sub-section ( 1)) of section 139 of that Act,he shall be punishable with rigorous imprisonment for aterm which shall not be less than six months but which may extend to seven years and with fine:Provided that aperson shall not be proceeded against under this section for failure to furnish in due time the return of income under sub-section ( 1)) of section 139 of the Income-tax Act if the return is furnished by him before the expiry of the assessment year.",23
130,130,130,130,PRELIMINARY,"50. Punishment for failure to furnish in return of income, any information about an asset(including financial interest in any entity) located outside India. —If any person, being aresident other than not ordinarily resident in India within the meaning of clause ( 6)) of section 6of the Income-tax Act,who has furnished the return of income for any previous year under sub-section ( 1)) or sub-section ( 4)) orsub-section ( 5)) of section 139 of that Act, wilfully fails to furnish in such return any information relating to an asset (including financial",23
131,131,131,131,PRELIMINARY,"interest in any entity) located outside India, held by him, as abeneficial owner or otherwise or in which he was abeneficiary, at any time during such previous year, or disclose any income from asource outside India, he shall be punishable with rigorous imprisonment for aterm which shall not be less than six months but which may extend to seven years and with fine.",23
132,132,132,132,PRELIMINARY,"51. Punishment for wilful attempt to evade tax. —(1)) If aperson, being aresident other than not ordinarily resident in India within the meaning of clause ( 6)) of section 6of the Income-tax Act, wilfully attempts in any manner whatsoever to evade any tax, penalty or interest chargeable or imposable under this Act, he shall be punishable with rigorous imprisonment for aterm which shall not be less than three years but which may extend to ten years and with fine.(2)) If aperson wilful yattempts in any manner whatsoever to evade the payment of any",23
133,133,133,133,PRELIMINARY,"tax, penalty or interest under this Act, he shall, without prejudice to any penalty that maybe imposable on him under any other provision of this Act, be punishable with rigorous imprisonment for aterm which shall not be less than three months but which may extend to three years and shall, in the discretion of the court, also be liable to fine.(3)) For the purposes of this section, awilful attempt to evade any tax, penalty or interest chargeable or imposable under this Act or the payment thereof shall include acase where any person—24 (i)) has in",23
134,134,134,134,PRELIMINARY,"his possession or control any books of account or other documents(being books of account or other documents relevant to any proceeding under this Act) containing afalse entry orstatement; or(ii) makes or causes to be made any false entry or statement in such books of account or otherdocuments; or(iii) wilful yomits or causes to be omitted any relevant entry or statement in such books of account or other documents; or(iv) causes any other circumstance to exist which will have the effect of enabling such person to evade any tax, penalty or interest chargeable or imposable under this Act or the payment thereof.",23
135,135,135,135,PRELIMINARY,"52. Punishment for false statement in verification. —If aperson, makes astatement in any verification under this Act or under any rule made thereunder, or delivers an account or statement which is false, and which he either knows or believes to be false, or does not believe to be true, he shall be punishable with rigorous imprisonment for aterm which shall not be less than six months but which may extend to seven years and with fine.",24
136,136,136,136,PRELIMINARY,"53. Punishment for abetment. —If aperson abets or induces in any manner another person to make and deliver an account or astatement or declaration relating to tax payable under this Act which is false and which he either knows to be false or does not believe to be true or to commit an of fence undersub-section ( 1)) of section 51, he shall be punishable with rigorous imprisonment for aterm which shall not be less than six months but which may extend to seven years and with fine.",24
137,137,137,137,PRELIMINARY,"54. Presumption as to culpable mental state. —(1)) In any prosecution for any of fence under this Act which requires aculpable mental state on the part of the accused, the court shall presume the existence of such mental state but it shall be ade fence for the accused to prove the fact that he had no such mental state with respect to the act charged as an of fence in that prosecution.Explanation. —In this sub-section, “culpable mental state” includes intention, motive or knowledge ofa fact or belief in, or reason to believe, afact.(2)) For the",24
138,138,138,138,PRELIMINARY,"purposes of this section, afact is said to be proved only when the court believes it to exist beyond reasonable doubt and not merely when its existence is established by apreponderance ofprobability.",24
139,139,139,139,PRELIMINARY,"55. 1[[Prosecution to be at instance of Principal Chief Commissioner or Principal Director General or Chief Commissioner or Director General or Principal Commissioner orCommissioner]. —(1)) Aperson shall not be proceeded against for an of fence under section 49 to section53 (both inclusive) except with the sanction of the Principal Commissioner or Commissioner or the Commissioner (Appeals), as the case may be.(2)) The Principal Chief Commissioner or the Chief Commissioner 2[[or the Principal Director General or the Director General] may issue such",24
140,140,140,140,PRELIMINARY,"instructions, or directions, to the tax authorities referred to insub-section ( 1)) as he may think fit for the institution of proceedings under this section.(3)) The power of the Board to issue orders, instructions or directions under this Act shall include the power to issue orders, instructions or directions (including instructions or directions to obtain its previousapproval) to other tax authorities for the proper initiation of proceedings of of fences (including anauthorisation to file and pursue complaints by one or more Inspectors of tax) under this section.",24
141,141,141,141,PRELIMINARY,"1.. Subs. by Act 13 of 2018, s.. 219, for “Prosecution to be at instance of Principal Chief Commissioner or Chief Commissioner or Principal Commissioner or Commissioner” (w..e..f.. 1--4--2018).",24
142,142,142,142,PRELIMINARY,"2.. Ins. by s.. 219, ibid. (w..e..f.. 1--4--2018).25 56. Of fences by companies. —(1)) Where an of fence under this Act has been committed by acompany, every person who, at the time the of fence was committed, was in charge of, and was responsible to, the company for the conduct of the business of the company as well as the company shall be deemed to be guilty of the of fence and shall be liable to be proceeded against and punishedaccordingly.(2)) Nothing in sub-section ( 1)) shall render any such person liable to any punishment if he proves that the of fence",24
143,143,143,143,PRELIMINARY,"was committed without his knowledge or that he had exercised all due diligence to prevent the commission of such offence.(3)) Notwithstanding anything in sub-section ( 1)), where an of fence under this Act has been committed by acompany and it is proved that the of fence has been committed with the consent or connivance of, or is attributable to any neglect on the part of, any director, manager, secretary or other officer of thecompany, such director, manager, secretary or other officer shall also be deemed to be guilty of thatoffence and shall be",24
144,144,144,144,PRELIMINARY,"liable to be proceeded against and punished accordingly.(4)) Where an of fence under this Act has been committed by aperson, being acompany, and the punishment for such of fence is imprisonment and fine, then, without prejudice to sub-section ( 1)) orsub-section ( 3)), such company shall be punished with fine and every person, referred to in sub-section ( 1)),or the director, manager, secretary or other officer of the company referred to in sub-section ( 3)), shall be liable to be proceeded against and punished in accordance with the provisions of",24
145,145,145,145,PRELIMINARY,"this Act.(5)) In this section—(a)) “company” means abody corporate, and includes —(i)) an unincorporated body;(ii) aHind uundivided family;(b)) “director”, in relation to —(i)) an unincorporated body, means aparticipant in the body;(ii) aHind uundivided family, means an adult member of the family; and(iii) acompany, means awhole-time director, or where there is no such director, any other director or manager or officer, who is in charge of the affairs of the company.",24
146,146,146,146,PRELIMINARY,"57. Proof of entries in records or documents. —(1)) The entries in the records, or other documents,in the custody of atax authority shall be admitted in evidence in any proceeding for the prosecution of any person for an of fence under this Chapter.(2)) The entries referred to in sub-section ( 1)) may be proved by the production of—(a)) the records or other documents (containing such entries) in the custody of the tax authority; or(b)) acopy of the entries certified by that authority under its signature, as true copy of the original entries contained in the records or other documents in its custody.",25
147,147,147,147,PRELIMINARY,"58. Punishment for second and subsequent offences. —If any person convicted of an of fence under section 49 to section 53 (both inclusive)is again convicted of an of fence under any of the aforesaidprovisions, he shall be punishable for the second and every subsequent of fence with rigorous imprisonment for aterm which shall not be less than three years, but which may extend to ten years and with fine which shall not be less than five lakh rupees, but which may extend to one crore rupees.26 CHAPTER VITA XCOMPLIANCE FOR UNDISCLOSED FOREIGN INCOME AND ASSETS",25
148,148,148,148,PRELIMINARY,"59. Declaration of undisclosed foreign asset. —Subject to the provisions of this Chapter, any person may make, on or after the date of commencement of this Act but on or before adate to be notified by the Central Government in the Official Gazette, adeclaration in respect of any undisclosed asset located outside India and acquired from income chargeable to tax under the Income-tax Act for any assessment year prior to the assessment year beginning on 1st day of April, 2016—(a)) for which he has failed to furnish areturn under section 139 of the",26
149,149,149,149,PRELIMINARY,Income-tax Act;(b)) which he has failed to disclose in areturn of income furnished by him under the Income-taxAct before the date of commencement of this Act;(c)) which has escaped assessment by reason of the omission or failure on the part of such person to make areturn under the Income-tax Act or to disclose fully and truly all material facts necessary for the assessment or otherwise.,26
150,150,150,150,PRELIMINARY,"60. Charge of tax. —Notwithstanding anything contained in the Income-tax Act or in any FinanceAct, the undisclosed asset located outside India and declared under section 59 within the time specified therein shall be chargeable to tax at the rate of thirty per cent. of value of such undisclosed asset on the date of commencement of this Act.",26
151,151,151,151,PRELIMINARY,"61. Penalty. —Notwithstanding anything contained in the Income-tax Act or in any Finance Act, the person making adeclaration of undisclosed asset located outside India shall, in addition to tax charged under section 60, be liable to penalty at the rate of one hundred per cent. of such tax.",26
152,152,152,152,PRELIMINARY,"62. Manner of declaration. —(1)) Adeclaration under section 59 shall be made to the Principal Commissioner or the Commissioner and shall be in such form and shall be verified in such manner as may be prescribed.(2)) The declaration shall be signed,—(i)) where the declarant is an individual, by the individual himself; where such individual is absent from India, by the individual concerned or by some person duly authorised by him in this behalf; and where the individual is mentally incapacitated from attending to his affairs, by his guardian or by",26
153,153,153,153,PRELIMINARY,"any other person competent to act on his behalf;(ii) where the declarant is aHind uundivided family, by the kart a,, and where the kart ais absent from India or is mentally incapacitated from attending to his affairs, by any other adult member of such family;(iii) where the declarant is acompany, by the managing director thereof, or where for any unavoidable reason such managing director is not able to sign thedeclaration or where there is no managing director, by any director thereof;(iv) where the declarant is afirm, by the managing partner",26
154,154,154,154,PRELIMINARY,"thereof, or where for any unavoidable reason such managing partner is not able to sign the declaration, or where there is no managing partner as such, by any partner thereof, not being aminor;(v)) where the declarant is any other association, by any member of the association or the principal officer thereof; and(vi) where the declarant is any other person, by that person or by some other person competent to act on his behalf.27 (3)) Any person, who has made adeclaration under sub-section ( 1)) in respect of his asset or as arepresentative asses see",26
155,155,155,155,PRELIMINARY,"in respect of the asset of any other person, shall not been titled to make any otherdeclaration, under that sub-section in respect of his asset or the asset of such other person, and any such other declaration, if made, shall be deemed to be void.",26
156,156,156,156,PRELIMINARY,"63. Time for payment of tax. —(1)) The tax payable under section 60 and penalty payable under section 61 in respect of the undisclosed asset located outside India, shall be paid on or before adate to be notified by the Central Government in the Official Gazette.(2)) The declarant shall file the proof of payment of tax and penalty on or before the date notified under sub-section ( 1)), with the Principal Commissioner or the Commissioner before whom the declaration under section 59 was made.(3)) If the declarant fails to pay the tax in respect of the",27
